road_id;point_id;longitude;latitude
18368012[D70b (KFZ7)];6262826;8.694293;50.138443
18368012[D70b (KFZ7)];6262827;8.694293;50.138428
18368012[D70b (KFZ7)];6262828;8.694293;50.138416
18368012[D70b (KFZ7)];6262829;8.694307;50.13841
18368012[D70b (KFZ7)];6262830;8.694307;50.13839
18368012[D70b (KFZ7)];6262831;8.694307;50.138382
18368012[D70b (KFZ7)];6262832;8.694321;50.13837
18368012[D70b (KFZ7)];6262833;8.694349;50.13829
18368012[D70b (KFZ7)];6262834;8.694364;50.138264
18368012[D70b (KFZ7)];6262835;8.694421;50.13811
18368012[D70b (KFZ7)];6262836;8.694449;50.138058
18368012[D70b (KFZ7)];6262837;8.694549;50.137787
18368012[D70b (KFZ7)];6262838;8.694662;50.13751
18368012[D70b (KFZ7)];6262839;8.694705;50.13744
18368012[D70b (KFZ7)];6262840;8.694875;50.137043
18368012[D70b (KFZ7)];6262841;8.695059;50.13673
18368012[D70b (KFZ7)];6262842;8.695284;50.13647
18368012[D70b (KFZ7)];6262843;8.695608;50.136147
18368012[D70b (KFZ7)];6262844;8.696282;50.135654
18368012[D70b (KFZ7)];62628E;8.696417;50.135593
19072004[D2a (2)];62628S;8.692216;50.14388
19072004[D2a (2)];626281;8.692218;50.14359
19072004[D2a (2)];626282;8.692288;50.14342
19072004[D2a (2)];626283;8.692346;50.143276
19072004[D2a (2)];626284;8.692488;50.142933
19072004[D2a (2)];626285;8.69253;50.142838
19072004[D2a (2)];626286;8.692644;50.142548
19072004[D2a (2)];626287;8.692743;50.142296
19072004[D2a (2)];626288;8.692814;50.142143
19072004[D2a (2)];626289;8.692943;50.14181
19072004[D2a (2)];6262810;8.693056;50.141533
19072004[D2a (2)];6262811;8.693227;50.14113
19072004[D2a (2)];6262812;8.693312;50.140915
19072004[D2a (2)];6262813;8.693511;50.140404
19072004[D2a (2)];6262814;8.693582;50.140213
19072004[D2a (2)];6262815;8.693639;50.140068
19072004[D2a (2)];6262816;8.693696;50.139927
19072004[D2a (2)];6262817;8.693752;50.139763
19072004[D2a (2)];6262818;8.693838;50.13957
19072004[D2a (2)];6262819;8.693909;50.13939
19072004[D2a (2)];6262820;8.693966;50.139233
19072004[D2a (2)];6262821;8.694022;50.13912
19072004[D2a (2)];6262822;8.694079;50.138958
19072004[D2a (2)];6262823;8.694137;50.13882
19072004[D2a (2)];6262824;8.694193;50.13868
19072004[D2a (2)];6262825;8.69425;50.138542
19072004[D2a (2)];6262826;8.694293;50.138443
19072004[D2a (2)];6262827;8.694293;50.138428
19072004[D2a (2)];6262828;8.694293;50.138416
19072004[D2a (2)];6262829;8.694307;50.13841
19072004[D2a (2)];6262830;8.694307;50.13839
19072004[D2a (2)];6262831;8.694307;50.138382
19072004[D2a (2)];6262832;8.694321;50.13837
19072004[D2a (2)];6262833;8.694349;50.13829
19072004[D2a (2)];6262834;8.694364;50.138264
19072004[D2a (2)];6262835;8.694421;50.13811
19072004[D2a (2)];6262836;8.694449;50.138058
19072004[D2a (2)];6262837;8.694549;50.137787
19072004[D2a (2)];6262838;8.694662;50.13751
19072004[D2a (2)];6262839;8.694705;50.13744
19072004[D2a (2)];6262840;8.694875;50.137043
19072004[D2a (2)];6262841;8.695059;50.13673
19072004[D2a (2)];6262842;8.695284;50.13647
19072004[D2a (2)];6262843;8.695608;50.136147
19072004[D2a (2)];6262844;8.696282;50.135654
19072004[D2a (2)];62628E;8.696417;50.135593
18894003[D3 (2)];106407S;8.70157;50.123085
18894003[D3 (2)];1064071;8.701231;50.123394
18894003[D3 (2)];1064072;8.700676;50.123863
18894003[D3 (2)];106407E;8.700495;50.12406
18895001[D1 (1)];106406S;8.70039;50.124012
18895001[D1 (1)];1064061;8.701186;50.123314
18895001[D1 (1)];106406E;8.701405;50.123005
17372002[D2];41773S;8.656605;50.082264
17372002[D2];417731;8.656659;50.08241
17372002[D2];417732;8.656783;50.08266
17372002[D2];417733;8.656825;50.082718
17372002[D2];417734;8.657073;50.083195
17372002[D2];417735;8.657225;50.083473
17372002[D2];417736;8.657376;50.08377
17372002[D2];417737;8.65768;50.084328
17372002[D2];417738;8.658299;50.085518
17372002[D2];417739;8.658397;50.085705
17372002[D2];4177310;8.658521;50.08594
17372002[D2];4177311;8.659168;50.087166
17372002[D2];4177312;8.65954;50.087887
17372002[D2];41773E;8.659636;50.08806
17372006[D6];67851S;8.662353;50.090668
17372006[D6];678511;8.660677;50.08923
17372006[D6];678512;8.660663;50.08922
17372006[D6];678513;8.660149;50.088795
17372006[D6];678514;8.659775;50.088352
17372006[D6];678515;8.659719;50.088226
17372006[D6];67851E;8.659636;50.08806
18436002[D10b];69007S;8.69033;50.147495
18436002[D10b];690071;8.690927;50.146374
18436002[D10b];690072;8.691167;50.145935
18436002[D10b];690073;8.692031;50.144283
18436002[D10b];690074;8.692144;50.144077
18436002[D10b];690075;8.692187;50.14398
18436002[D10b];69007E;8.692216;50.14388
17372005[D5];61300S;8.652352;50.08844
17372005[D5];613001;8.652634;50.088413
17372005[D5];613002;8.654298;50.08833
17372005[D5];613003;8.656953;50.0882
17372005[D5];613004;8.658546;50.088116
17372005[D5];61300E;8.659636;50.08806
15424005[D5];105183S;8.648393;50.11475
15424005[D5];1051831;8.648455;50.11472
15424005[D5];1051832;8.649903;50.11409
15424005[D5];1051833;8.650564;50.1138
15424005[D5];105183E;8.650657;50.113758
18360002[D2 (KFZ2/FU22)];61877S;8.690435;50.120804
18360002[D2 (KFZ2/FU22)];618771;8.690213;50.120277
18360002[D2 (KFZ2/FU22)];61877E;8.689923;50.11982
17370028[D4];61369S;8.657591;50.0792
17370028[D4];613691;8.657505;50.079403
17370028[D4];613692;8.657263;50.080048
17370028[D4];613693;8.657192;50.080208
17370028[D4];61369E;8.657177;50.080257
17372007[D7];67851S;8.662353;50.090668
17372007[D7];678511;8.660677;50.08923
17372007[D7];678512;8.660663;50.08922
17372007[D7];678513;8.660149;50.088795
17372007[D7];678514;8.659775;50.088352
17372007[D7];678515;8.659719;50.088226
17372007[D7];67851E;8.659636;50.08806
18349011[D11 (8)];109568S;8.679441;50.117535
18349011[D11 (8)];109568E;8.679274;50.1176
15436007[D7];105205S;8.662774;50.108166
15436007[D7];105205E;8.663149;50.10825
17399007[D7];60747S;8.650706;50.08755
17399007[D7];607471;8.65065;50.087467
17399007[D7];607472;8.650504;50.0873
17399007[D7];607473;8.6502;50.086807
17399007[D7];607474;8.650021;50.086536
17399007[D7];607475;8.649869;50.086273
17399007[D7];60747E;8.649826;50.0862
18297004[D4 (3)];61971S;8.678143;50.119183
18297004[D4 (3)];619711;8.677966;50.119442
18297004[D4 (3)];61971E;8.67783;50.119644
18887003[D10b (KFZ1)];60768S;8.672299;50.131626
18887003[D10b (KFZ1)];607681;8.6724415;50.131615
18887003[D10b (KFZ1)];607682;8.673067;50.131676
18887003[D10b (KFZ1)];607683;8.674455;50.131863
18887003[D10b (KFZ1)];607684;8.674753;50.1319
18887003[D10b (KFZ1)];607685;8.675007;50.13194
18887003[D10b (KFZ1)];607686;8.675577;50.13202
18887003[D10b (KFZ1)];607687;8.675867;50.132053
18887003[D10b (KFZ1)];607688;8.676401;50.132103
18887003[D10b (KFZ1)];607689;8.676806;50.132133
18887003[D10b (KFZ1)];6076810;8.678358;50.13214
18887003[D10b (KFZ1)];6076811;8.679616;50.132145
18887003[D10b (KFZ1)];6076812;8.680831;50.132137
18887003[D10b (KFZ1)];6076813;8.681415;50.1321
18887003[D10b (KFZ1)];6076814;8.681903;50.13203
18887003[D10b (KFZ1)];6076815;8.682591;50.131893
18887003[D10b (KFZ1)];6076816;8.682872;50.131847
18887003[D10b (KFZ1)];6076817;8.683276;50.13176
18887003[D10b (KFZ1)];60768E;8.683887;50.131626
18303006[D6 (3)];109579S;8.673489;50.12832
18303006[D6 (3)];109579E;8.673061;50.128166
18301004[D4 (3)];61965S;8.675245;50.12415
18301004[D4 (3)];61965E;8.674921;50.124935
18893008[D200];31055S;8.69905;50.12507
18893008[D200];310551;8.699061;50.12502
18893008[D200];310552;8.699059;50.12495
18893008[D200];310553;8.698999;50.12486
18893008[D200];31055E;8.698587;50.124634
18888006[D6 (KFZ2)];67857S;8.688234;50.13092
18888006[D6 (KFZ2)];678571;8.687029;50.131237
18888006[D6 (KFZ2)];678572;8.686253;50.131447
18888006[D6 (KFZ2)];67857E;8.686163;50.131477
18888003[D3 (KFZ2)];67857S;8.688234;50.13092
18888003[D3 (KFZ2)];678571;8.687029;50.131237
18888003[D3 (KFZ2)];678572;8.686253;50.131447
18888003[D3 (KFZ2)];67857E;8.686163;50.131477
17790016[D16 (KFZ10)];107782S;8.661614;50.097042
17790016[D16 (KFZ10)];1077821;8.66141;50.096966
17790016[D16 (KFZ10)];1077822;8.6608;50.09673
17790016[D16 (KFZ10)];107782E;8.660627;50.0966
18370001[D1a (KFZ1)];60643S;8.703105;50.143024
18370001[D1a (KFZ1)];60643E;8.698792;50.14095
17790003[D3 (KFZ2)];41389S;8.652869;50.094402
17790003[D3 (KFZ2)];413891;8.653089;50.094498
17790003[D3 (KFZ2)];413892;8.653342;50.094574
17790003[D3 (KFZ2)];413893;8.653822;50.094666
17790003[D3 (KFZ2)];413894;8.654252;50.094746
17790003[D3 (KFZ2)];413895;8.654809;50.094852
17790003[D3 (KFZ2)];413896;8.654874;50.094864
17790003[D3 (KFZ2)];413897;8.654942;50.094875
17790003[D3 (KFZ2)];413898;8.655032;50.094894
17790003[D3 (KFZ2)];413899;8.657628;50.095383
17790003[D3 (KFZ2)];4138910;8.658637;50.095703
17790003[D3 (KFZ2)];41389E;8.658849;50.095776
15425028[D4];105179S;8.651606;50.11494
15425028[D4];1051791;8.651559;50.114765
15425028[D4];1051792;8.651552;50.114727
15425028[D4];1051793;8.651474;50.114563
15425028[D4];1051794;8.6513815;50.11445
15425028[D4];105179E;8.651177;50.11425
19072002[D1a (1)];62629S;8.696172;50.13602
19072002[D1a (1)];626291;8.695816;50.13639
19072002[D1a (1)];626292;8.695155;50.137054
19072002[D1a (1)];626293;8.695042;50.137234
19072002[D1a (1)];626294;8.694844;50.13752
19072002[D1a (1)];626295;8.694531;50.1383
19072002[D1a (1)];626296;8.693864;50.139946
19072002[D1a (1)];626297;8.693692;50.140404
19072002[D1a (1)];626298;8.693622;50.14057
19072002[D1a (1)];626299;8.693593;50.140682
19072002[D1a (1)];6262910;8.693422;50.141068
19072002[D1a (1)];6262911;8.692996;50.14211
19072002[D1a (1)];6262912;8.692982;50.142162
19072002[D1a (1)];6262913;8.692897;50.14236
19072002[D1a (1)];6262914;8.692783;50.14263
19072002[D1a (1)];6262915;8.692584;50.14313
19072002[D1a (1)];6262916;8.692385;50.143627
19072002[D1a (1)];62629E;8.692216;50.14388
18370002[D1b (KFZ1)];60643S;8.703105;50.143024
18370002[D1b (KFZ1)];60643E;8.698792;50.14095
18370003[D3 (KFZ3)];62083S;8.6961155;50.14289
18370003[D3 (KFZ3)];62083E;8.698792;50.14095
19072003[D2 (2)];62628S;8.692216;50.14388
19072003[D2 (2)];626281;8.692218;50.14359
19072003[D2 (2)];626282;8.692288;50.14342
19072003[D2 (2)];626283;8.692346;50.143276
19072003[D2 (2)];626284;8.692488;50.142933
19072003[D2 (2)];626285;8.69253;50.142838
19072003[D2 (2)];626286;8.692644;50.142548
19072003[D2 (2)];626287;8.692743;50.142296
19072003[D2 (2)];626288;8.692814;50.142143
19072003[D2 (2)];626289;8.692943;50.14181
19072003[D2 (2)];6262810;8.693056;50.141533
19072003[D2 (2)];6262811;8.693227;50.14113
19072003[D2 (2)];6262812;8.693312;50.140915
19072003[D2 (2)];6262813;8.693511;50.140404
19072003[D2 (2)];6262814;8.693582;50.140213
19072003[D2 (2)];6262815;8.693639;50.140068
19072003[D2 (2)];6262816;8.693696;50.139927
19072003[D2 (2)];6262817;8.693752;50.139763
19072003[D2 (2)];6262818;8.693838;50.13957
19072003[D2 (2)];6262819;8.693909;50.13939
19072003[D2 (2)];6262820;8.693966;50.139233
19072003[D2 (2)];6262821;8.694022;50.13912
19072003[D2 (2)];6262822;8.694079;50.138958
19072003[D2 (2)];6262823;8.694137;50.13882
19072003[D2 (2)];6262824;8.694193;50.13868
19072003[D2 (2)];6262825;8.69425;50.138542
19072003[D2 (2)];6262826;8.694293;50.138443
19072003[D2 (2)];6262827;8.694293;50.138428
19072003[D2 (2)];6262828;8.694293;50.138416
19072003[D2 (2)];6262829;8.694307;50.13841
19072003[D2 (2)];6262830;8.694307;50.13839
19072003[D2 (2)];6262831;8.694307;50.138382
19072003[D2 (2)];6262832;8.694321;50.13837
19072003[D2 (2)];6262833;8.694349;50.13829
19072003[D2 (2)];6262834;8.694364;50.138264
19072003[D2 (2)];6262835;8.694421;50.13811
19072003[D2 (2)];6262836;8.694449;50.138058
19072003[D2 (2)];6262837;8.694549;50.137787
19072003[D2 (2)];6262838;8.694662;50.13751
19072003[D2 (2)];6262839;8.694705;50.13744
19072003[D2 (2)];6262840;8.694875;50.137043
19072003[D2 (2)];6262841;8.695059;50.13673
19072003[D2 (2)];6262842;8.695284;50.13647
19072003[D2 (2)];6262843;8.695608;50.136147
19072003[D2 (2)];6262844;8.696282;50.135654
19072003[D2 (2)];62628E;8.696417;50.135593
18349010[D10 (6)];106744S;8.679441;50.117535
18349010[D10 (6)];1067441;8.679316;50.117676
18349010[D10 (6)];1067442;8.679186;50.117817
18349010[D10 (6)];106744E;8.679136;50.11788
18368008[D60 (KFZ6)];108483S;8.695814;50.133923
18368008[D60 (KFZ6)];1084831;8.696028;50.13434
18368008[D60 (KFZ6)];108483E;8.696625;50.135605
18890007[D30a (KFZ3)];106311S;8.693761;50.129627
18890007[D30a (KFZ3)];106311E;8.693086;50.12918
17404004[D4 (2)];61303S;8.639249;50.08147
17404004[D4 (2)];613031;8.641206;50.0822
17404004[D4 (2)];613032;8.642534;50.08266
17404004[D4 (2)];613033;8.643138;50.082916
17404004[D4 (2)];613034;8.644226;50.083458
17404004[D4 (2)];61303E;8.644437;50.08355
17378004[D4];74755S;8.667882;50.099953
17378004[D4];747551;8.6680765;50.09967
17378004[D4];747552;8.668538;50.09927
17378004[D4];74755E;8.6686125;50.09921
17402005[D5 (KFZ3)];37805S;8.648565;50.084675
17402005[D5 (KFZ3)];37805E;8.647803;50.08517
17408003[D3 (KFZ2)];61304S;8.635185;50.079205
17408003[D3 (KFZ2)];613041;8.636041;50.08017
17408003[D3 (KFZ2)];613042;8.636151;50.080265
17408003[D3 (KFZ2)];613043;8.636409;50.080425
17408003[D3 (KFZ2)];613044;8.636615;50.08052
17408003[D3 (KFZ2)];61304E;8.637121;50.08071
18349009[D9 (7)];106746S;8.679616;50.118
18349009[D9 (7)];1067461;8.679548;50.11799
18349009[D9 (7)];106746E;8.679136;50.11788
18371008[D40b];73016S;8.703801;50.14526
18371008[D40b];730161;8.703714;50.145027
18371008[D40b];730162;8.703541;50.144817
18371008[D40b];730163;8.703433;50.144684
18371008[D40b];730164;8.70319;50.14447
18371008[D40b];730165;8.702983;50.14426
18371008[D40b];730166;8.702946;50.14415
18371008[D40b];730167;8.702972;50.14399
18371008[D40b];730168;8.70324;50.143417
18371008[D40b];73016E;8.703388;50.143192
18893004[D4 (2)];106377S;8.698115;50.1258
18893004[D4 (2)];1063771;8.69891;50.125164
18893004[D4 (2)];106377E;8.69905;50.12507
18457007[D7 (KFZ4)];37107S;8.687615;50.1061
18457007[D7 (KFZ4)];371071;8.687463;50.10618
18457007[D7 (KFZ4)];371072;8.687362;50.10634
18457007[D7 (KFZ4)];37107E;8.687409;50.10653
18350020[D20 (KFZ5)];109569S;8.679092;50.11756
18350020[D20 (KFZ5)];109569E;8.679111;50.11731
15429003[D3];105191S;8.651735;50.113293
15429003[D3];1051911;8.652171;50.113117
15429003[D3];1051912;8.652556;50.11295
15429003[D3];105191E;8.65415;50.112236
19043001[D1 (KFZ1)];109575S;8.67078;50.104885
19043001[D1 (KFZ1)];109575E;8.669871;50.105564
17400004[D4];105742S;8.651391;50.088497
17400004[D4];105742E;8.65098;50.08799
17406003[D3 (2)];61303S;8.639249;50.08147
17406003[D3 (2)];613031;8.641206;50.0822
17406003[D3 (2)];613032;8.642534;50.08266
17406003[D3 (2)];613033;8.643138;50.082916
17406003[D3 (2)];613034;8.644226;50.083458
17406003[D3 (2)];61303E;8.644437;50.08355
18893005[D5 (3)];31054S;8.700598;50.12584
18893005[D5 (3)];310541;8.699659;50.125263
18893005[D5 (3)];310542;8.699501;50.12522
18893005[D5 (3)];310543;8.699354;50.125225
18893005[D5 (3)];31054E;8.699248;50.125248
18391002[D2 (KFZ2)];109574S;8.669871;50.105564
18391002[D2 (KFZ2)];109574E;8.669099;50.106155
18894001[D1 ( 1)];41442S;8.699455;50.124893
18894001[D1 ( 1)];414421;8.700082;50.124336
18894001[D1 ( 1)];414422;8.700283;50.12411
18894001[D1 ( 1)];41442E;8.70039;50.124012
18300001[D1 (KFZ1)];61966S;8.674921;50.124935
18300001[D1 (KFZ1)];61966E;8.675245;50.12415
18367006[D3c (KFZ3)];41768S;8.692551;50.132004
18367006[D3c (KFZ3)];417681;8.693274;50.132042
18367006[D3c (KFZ3)];417682;8.693924;50.132046
18367006[D3c (KFZ3)];41768E;8.694877;50.132107
18303009[D9 (4)];107707S;8.673755;50.126705
18303009[D9 (4)];1077071;8.673745;50.126766
18303009[D9 (4)];1077072;8.67367;50.12685
18303009[D9 (4)];1077073;8.67356;50.127018
18303009[D9 (4)];107707E;8.673193;50.127888
18367004[D3a (KFZ3)];41768S;8.692551;50.132004
18367004[D3a (KFZ3)];417681;8.693274;50.132042
18367004[D3a (KFZ3)];417682;8.693924;50.132046
18367004[D3a (KFZ3)];41768E;8.694877;50.132107
17400001[D1];105977S;8.650467;50.087677
17400001[D1];105977E;8.65098;50.08799
18302006[D6 (KFZ2)];65197S;8.676774;50.12712
18302006[D6 (KFZ2)];65197E;8.673755;50.126705
18303008[D8 (4)];107707S;8.673755;50.126705
18303008[D8 (4)];1077071;8.673745;50.126766
18303008[D8 (4)];1077072;8.67367;50.12685
18303008[D8 (4)];1077073;8.67356;50.127018
18303008[D8 (4)];107707E;8.673193;50.127888
18383007[D5 (KFZ5)];31776S;8.687624;50.117287
18383007[D5 (KFZ5)];317761;8.68753;50.117264
18383007[D5 (KFZ5)];317762;8.687406;50.117157
18383007[D5 (KFZ5)];317763;8.687218;50.11713
18383007[D5 (KFZ5)];317764;8.686976;50.11712
18383007[D5 (KFZ5)];317765;8.686683;50.117096
18383007[D5 (KFZ5)];31776E;8.686571;50.117058
18297007[D7 (2)];34176S;8.679899;50.12032
18297007[D7 (2)];341761;8.678641;50.11991
18297007[D7 (2)];341762;8.678134;50.119743
18297007[D7 (2)];34176E;8.67783;50.119644
18897003[D3 (1)];106423S;8.703005;50.12153
18897003[D3 (1)];1064231;8.703074;50.121464
18897003[D3 (1)];1064232;8.703112;50.12137
18897003[D3 (1)];1064233;8.703172;50.12127
18897003[D3 (1)];1064234;8.703335;50.121086
18897003[D3 (1)];1064235;8.703633;50.12085
18897003[D3 (1)];1064236;8.703935;50.120697
18897003[D3 (1)];1064237;8.704116;50.120617
18897003[D3 (1)];106423E;8.704326;50.120438
17384001[D1];74281S;8.663321;50.097733
17384001[D1];742811;8.66346;50.097645
17384001[D1];742812;8.663631;50.097614
17384001[D1];742813;8.66428;50.097546
17384001[D1];74281E;8.664723;50.097565
17382001[D1 (1)];61287S;8.663721;50.103584
17382001[D1 (1)];612871;8.66341;50.103504
17382001[D1 (1)];61287E;8.663008;50.103367
18368001[D10a (KFZ1)];106340S;8.696775;50.136295
18368001[D10a (KFZ1)];106340E;8.69651;50.13578
18820001[D1 (KFZ)];34434S;8.669539;50.108673
18820001[D1 (KFZ)];34434E;8.670285;50.10794
18893003[D3 (2)];106377S;8.698115;50.1258
18893003[D3 (2)];1063771;8.69891;50.125164
18893003[D3 (2)];106377E;8.69905;50.12507
18368006[D30 (KFZ3,11)];62628S;8.692216;50.14388
18368006[D30 (KFZ3,11)];626281;8.692218;50.14359
18368006[D30 (KFZ3,11)];626282;8.692288;50.14342
18368006[D30 (KFZ3,11)];626283;8.692346;50.143276
18368006[D30 (KFZ3,11)];626284;8.692488;50.142933
18368006[D30 (KFZ3,11)];626285;8.69253;50.142838
18368006[D30 (KFZ3,11)];626286;8.692644;50.142548
18368006[D30 (KFZ3,11)];626287;8.692743;50.142296
18368006[D30 (KFZ3,11)];626288;8.692814;50.142143
18368006[D30 (KFZ3,11)];626289;8.692943;50.14181
18368006[D30 (KFZ3,11)];6262810;8.693056;50.141533
18368006[D30 (KFZ3,11)];6262811;8.693227;50.14113
18368006[D30 (KFZ3,11)];6262812;8.693312;50.140915
18368006[D30 (KFZ3,11)];6262813;8.693511;50.140404
18368006[D30 (KFZ3,11)];6262814;8.693582;50.140213
18368006[D30 (KFZ3,11)];6262815;8.693639;50.140068
18368006[D30 (KFZ3,11)];6262816;8.693696;50.139927
18368006[D30 (KFZ3,11)];6262817;8.693752;50.139763
18368006[D30 (KFZ3,11)];6262818;8.693838;50.13957
18368006[D30 (KFZ3,11)];6262819;8.693909;50.13939
18368006[D30 (KFZ3,11)];6262820;8.693966;50.139233
18368006[D30 (KFZ3,11)];6262821;8.694022;50.13912
18368006[D30 (KFZ3,11)];6262822;8.694079;50.138958
18368006[D30 (KFZ3,11)];6262823;8.694137;50.13882
18368006[D30 (KFZ3,11)];6262824;8.694193;50.13868
18368006[D30 (KFZ3,11)];6262825;8.69425;50.138542
18368006[D30 (KFZ3,11)];6262826;8.694293;50.138443
18368006[D30 (KFZ3,11)];6262827;8.694293;50.138428
18368006[D30 (KFZ3,11)];6262828;8.694293;50.138416
18368006[D30 (KFZ3,11)];6262829;8.694307;50.13841
18368006[D30 (KFZ3,11)];6262830;8.694307;50.13839
18368006[D30 (KFZ3,11)];6262831;8.694307;50.138382
18368006[D30 (KFZ3,11)];6262832;8.694321;50.13837
18368006[D30 (KFZ3,11)];6262833;8.694349;50.13829
18368006[D30 (KFZ3,11)];6262834;8.694364;50.138264
18368006[D30 (KFZ3,11)];6262835;8.694421;50.13811
18368006[D30 (KFZ3,11)];6262836;8.694449;50.138058
18368006[D30 (KFZ3,11)];6262837;8.694549;50.137787
18368006[D30 (KFZ3,11)];6262838;8.694662;50.13751
18368006[D30 (KFZ3,11)];6262839;8.694705;50.13744
18368006[D30 (KFZ3,11)];6262840;8.694875;50.137043
18368006[D30 (KFZ3,11)];6262841;8.695059;50.13673
18368006[D30 (KFZ3,11)];6262842;8.695284;50.13647
18368006[D30 (KFZ3,11)];6262843;8.695608;50.136147
18368006[D30 (KFZ3,11)];6262844;8.696282;50.135654
18368006[D30 (KFZ3,11)];62628E;8.696417;50.135593
15430066[D24];105246S;8.658847;50.11039
15430066[D24];1052461;8.658465;50.110607
15430066[D24];1052462;8.658157;50.11078
15430066[D24];1052463;8.65799;50.110878
15430066[D24];1052464;8.657542;50.111145
15430066[D24];105246E;8.657353;50.111256
18371012[D42];62079S;8.698935;50.14082
18371012[D42];620791;8.699033;50.140896
18371012[D42];62079E;8.703475;50.14306
18301002[D2 (1)];61956S;8.67442;50.125977
18301002[D2 (1)];619561;8.674513;50.12583
18301002[D2 (1)];619562;8.674658;50.125572
18301002[D2 (1)];61956E;8.674921;50.124935
18309006[D6 (KFZ4)];109259S;8.668522;50.14305
18309006[D6 (KFZ4)];1092591;8.668605;50.142956
18309006[D6 (KFZ4)];1092592;8.668621;50.142735
18309006[D6 (KFZ4)];1092593;8.668637;50.14251
18309006[D6 (KFZ4)];1092594;8.66868;50.14244
18309006[D6 (KFZ4)];1092595;8.668777;50.142433
18309006[D6 (KFZ4)];1092596;8.668842;50.142456
18309006[D6 (KFZ4)];109259E;8.66889;50.14252
17407003[D3 (KFZ2)];105937S;8.637121;50.08071
17407003[D3 (KFZ2)];1059371;8.637282;50.08076
17407003[D3 (KFZ2)];105937E;8.639249;50.08147
18897014[D14 (1)];106423S;8.703005;50.12153
18897014[D14 (1)];1064231;8.703074;50.121464
18897014[D14 (1)];1064232;8.703112;50.12137
18897014[D14 (1)];1064233;8.703172;50.12127
18897014[D14 (1)];1064234;8.703335;50.121086
18897014[D14 (1)];1064235;8.703633;50.12085
18897014[D14 (1)];1064236;8.703935;50.120697
18897014[D14 (1)];1064237;8.704116;50.120617
18897014[D14 (1)];106423E;8.704326;50.120438
18312007[D11];109367S;8.667565;50.14829
18312007[D11];1093671;8.666454;50.148064
18312007[D11];109367E;8.66628;50.148045
15430010[D9];105195S;8.655536;50.11163
15430010[D9];105195E;8.657158;50.110893
19043002[D2 (KFZ3)];74427S;8.669099;50.106155
19043002[D2 (KFZ3)];744271;8.669666;50.105724
19043002[D2 (KFZ3)];74427E;8.669871;50.105564
18312005[D14];109242S;8.667356;50.146645
18312005[D14];1092421;8.667163;50.147076
18312005[D14];1092422;8.666779;50.147583
18312005[D14];109242E;8.666364;50.147964
17378006[D6];62909S;8.66893;50.099422
17378006[D6];629091;8.668897;50.099453
17378006[D6];629092;8.668424;50.09988
17378006[D6];62909E;8.668339;50.099957
18303013[D13 (5)];61948S;8.671533;50.127136
18303013[D13 (5)];619481;8.672081;50.127567
18303013[D13 (5)];619482;8.672564;50.127926
18303013[D13 (5)];61948E;8.672907;50.128098
18897018[D18 (5)];107047S;8.707027;50.1208
18897018[D18 (5)];1070471;8.706748;50.120728
18897018[D18 (5)];1070472;8.706222;50.120586
18897018[D18 (5)];1070473;8.70574;50.120487
18897018[D18 (5)];107047E;8.705036;50.12037
18893001[D1 (1)];41443S;8.700495;50.12406
18893001[D1 (1)];414431;8.700366;50.124172
18893001[D1 (1)];414432;8.700082;50.124336
18893001[D1 (1)];41443E;8.699455;50.124893
18983003[D3];34477S;8.667076;50.109314
18983003[D3];344771;8.665941;50.108894
18983003[D3];344772;8.665918;50.108887
18983003[D3];34477E;8.665556;50.108746
18315009[D9 (KFZ2)];109218S;8.661915;50.152103
18315009[D9 (KFZ2)];1092181;8.662611;50.151424
18315009[D9 (KFZ2)];1092182;8.663086;50.150864
18315009[D9 (KFZ2)];109218E;8.663422;50.150436
18897019[D19 (5)];107047S;8.707027;50.1208
18897019[D19 (5)];1070471;8.706748;50.120728
18897019[D19 (5)];1070472;8.706222;50.120586
18897019[D19 (5)];1070473;8.70574;50.120487
18897019[D19 (5)];107047E;8.705036;50.12037
15436001[D1];105228S;8.665556;50.108746
15436001[D1];1052281;8.664847;50.10848
15436001[D1];1052282;8.66459;50.108376
15436001[D1];105228E;8.664021;50.108166
18890015[D80 (KFZ8)];109597S;8.692355;50.128433
18890015[D80 (KFZ8)];109597E;8.693006;50.128883
18893002[D2 (1)];41443S;8.700495;50.12406
18893002[D2 (1)];414431;8.700366;50.124172
18893002[D2 (1)];414432;8.700082;50.124336
18893002[D2 (1)];41443E;8.699455;50.124893
18436001[D10a];69007S;8.69033;50.147495
18436001[D10a];690071;8.690927;50.146374
18436001[D10a];690072;8.691167;50.145935
18436001[D10a];690073;8.692031;50.144283
18436001[D10a];690074;8.692144;50.144077
18436001[D10a];690075;8.692187;50.14398
18436001[D10a];69007E;8.692216;50.14388
18304002[D2];74700S;8.66846;50.131573
18304002[D2];747001;8.668628;50.13155
18304002[D2];747002;8.668781;50.13154
18304002[D2];747003;8.669396;50.131546
18304002[D2];747004;8.669811;50.13157
18304002[D2];747005;8.671702;50.13161
18304002[D2];74700E;8.672065;50.13162
18457004[D4 (KFZ2)];106590S;8.687656;50.107162
18457004[D4 (KFZ2)];1065901;8.687638;50.107067
18457004[D4 (KFZ2)];1065902;8.68757;50.106907
18457004[D4 (KFZ2)];1065903;8.6874895;50.106785
18457004[D4 (KFZ2)];106590E;8.68705;50.10651
18304001[D1];74700S;8.66846;50.131573
