point_id;road_id
1092594;18309006[D6 (KFZ4)]
1092595;18309006[D6 (KFZ4)]
1092596;18309006[D6 (KFZ4)]
109259E;18309006[D6 (KFZ4)]
105937S;17407003[D3 (KFZ2)]
1059371;17407003[D3 (KFZ2)]
105937E;17407003[D3 (KFZ2)]
106423S;18897014[D14 (1)]
1064231;18897014[D14 (1)]
1064232;18897014[D14 (1)]
1064233;18897014[D14 (1)]
1064234;18897014[D14 (1)]
1064235;18897014[D14 (1)]
1064236;18897014[D14 (1)]
1064237;18897014[D14 (1)]
106423E;18897014[D14 (1)]
109367S;18312007[D11]
1093671;18312007[D11]
109367E;18312007[D11]
105195S;15430010[D9]
105195E;15430010[D9]
74427S;19043002[D2 (KFZ3)]
744271;19043002[D2 (KFZ3)]
74427E;19043002[D2 (KFZ3)]
109242S;18312005[D14]
1092421;18312005[D14]
1092422;18312005[D14]
109242E;18312005[D14]
62909S;17378006[D6]
629091;17378006[D6]
629092;17378006[D6]
62909E;17378006[D6]
61948S;18303013[D13 (5)]
619481;18303013[D13 (5)]
619482;18303013[D13 (5)]
61948E;18303013[D13 (5)]
107047S;18897018[D18 (5)]
1070471;18897018[D18 (5)]
1070472;18897018[D18 (5)]
1070473;18897018[D18 (5)]
107047E;18897018[D18 (5)]
41443S;18893001[D1 (1)]
414431;18893001[D1 (1)]
414432;18893001[D1 (1)]
41443E;18893001[D1 (1)]
34477S;18983003[D3]
344771;18983003[D3]
344772;18983003[D3]
34477E;18983003[D3]
109218S;18315009[D9 (KFZ2)]
1092181;18315009[D9 (KFZ2)]
1092182;18315009[D9 (KFZ2)]
109218E;18315009[D9 (KFZ2)]
107047S;18897019[D19 (5)]
1070471;18897019[D19 (5)]
1070472;18897019[D19 (5)]
1070473;18897019[D19 (5)]
107047E;18897019[D19 (5)]
105228S;15436001[D1]
1052281;15436001[D1]
1052282;15436001[D1]
105228E;15436001[D1]
109597S;18890015[D80 (KFZ8)]
109597E;18890015[D80 (KFZ8)]
41443S;18893002[D2 (1)]
414431;18893002[D2 (1)]
414432;18893002[D2 (1)]
41443E;18893002[D2 (1)]
69007S;18436001[D10a]
690071;18436001[D10a]
690072;18436001[D10a]
690073;18436001[D10a]
690074;18436001[D10a]
690075;18436001[D10a]
69007E;18436001[D10a]
74700S;18304002[D2]
747001;18304002[D2]
747002;18304002[D2]
747003;18304002[D2]
747004;18304002[D2]
747005;18304002[D2]
74700E;18304002[D2]
106590S;18457004[D4 (KFZ2)]
1065901;18457004[D4 (KFZ2)]
1065902;18457004[D4 (KFZ2)]
1065903;18457004[D4 (KFZ2)]
106590E;18457004[D4 (KFZ2)]
74700S;18304001[D1]
747001;18304001[D1]
747002;18304001[D1]
747003;18304001[D1]
747004;18304001[D1]
747005;18304001[D1]
74700E;18304001[D1]
109233S;18318004[D4 (KFZ)]
1092331;18318004[D4 (KFZ)]
1092332;18318004[D4 (KFZ)]
109233E;18318004[D4 (KFZ)]
74302S;17378010[D10]
743021;17378010[D10]
74302E;17378010[D10]
107364S;17404006[D6 (4)]
107364E;17404006[D6 (4)]
110227S;18350005[D5 (KFZ6)]
110227E;18350005[D5 (KFZ6)]
34190S;18350003[D3 (KFZ10)]
341901;18350003[D3 (KFZ10)]
34190E;18350003[D3 (KFZ10)]
109577S;18303004[D4 (2)]
1095771;18303004[D4 (2)]
109577E;18303004[D4 (2)]
105933S;17406001[D1 (1)]
1059331;17406001[D1 (1)]
1059332;17406001[D1 (1)]
1059333;17406001[D1 (1)]
105933E;17406001[D1 (1)]
106382S;18892004[D4 (2)]
106382E;18892004[D4 (2)]
107047S;18897017[D17 (5)]
1070471;18897017[D17 (5)]
1070472;18897017[D17 (5)]
1070473;18897017[D17 (5)]
107047E;18897017[D17 (5)]
106382S;18892005[D5 (2)]
106382E;18892005[D5 (2)]
37110S;18457003[D3 (KFZ2)]
371101;18457003[D3 (KFZ2)]
371102;18457003[D3 (KFZ2)]
371103;18457003[D3 (KFZ2)]
371104;18457003[D3 (KFZ2)]
371105;18457003[D3 (KFZ2)]
37110E;18457003[D3 (KFZ2)]
110228S;18350012[D12 (KFZ8)]
110228E;18350012[D12 (KFZ8)]
109233S;18318003[D3 (KFZ)]
1092331;18318003[D3 (KFZ)]
1092332;18318003[D3 (KFZ)]
109233E;18318003[D3 (KFZ)]
74259S;17399001[D1]
742591;17399001[D1]
742592;17399001[D1]
742593;17399001[D1]
742594;17399001[D1]
742595;17399001[D1]
742596;17399001[D1]
742597;17399001[D1]
742598;17399001[D1]
742599;17399001[D1]
7425910;17399001[D1]
74259E;17399001[D1]
109243S;18311002[D2 (KFZ2)]
1092431;18311002[D2 (KFZ2)]
109243E;18311002[D2 (KFZ2)]
107704S;18303001[D1 (6)]
107704E;18303001[D1 (6)]
74259S;17399003[D3]
742591;17399003[D3]
742592;17399003[D3]
742593;17399003[D3]
742594;17399003[D3]
742595;17399003[D3]
742596;17399003[D3]
742597;17399003[D3]
742598;17399003[D3]
742599;17399003[D3]
7425910;17399003[D3]
74259E;17399003[D3]
45408S;17382009[D9 (3)]
454081;17382009[D9 (3)]
45408E;17382009[D9 (3)]
109227S;18318002[D2 (KFZ)]
1092271;18318002[D2 (KFZ)]
109227E;18318002[D2 (KFZ)]
105932S;17404002[D2 (1)]
105932E;17404002[D2 (1)]
64139S;18369006[D4a (KFZ4)]
641391;18369006[D4a (KFZ4)]
641392;18369006[D4a (KFZ4)]
64139E;18369006[D4a (KFZ4)]
74259S;17399002[D2]
742591;17399002[D2]
742592;17399002[D2]
742593;17399002[D2]
742594;17399002[D2]
742595;17399002[D2]
742596;17399002[D2]
742597;17399002[D2]
742598;17399002[D2]
742599;17399002[D2]
7425910;17399002[D2]
74259E;17399002[D2]
61318S;17377002[D2]
613181;17377002[D2]
613182;17377002[D2]
61318E;17377002[D2]
61315S;17427001[D1]
613151;17427001[D1]
61315E;17427001[D1]
109569S;18350018[D18 (KFZ4)]
109569E;18350018[D18 (KFZ4)]
105935S;17408001[D1 (KFZ1)]
1059351;17408001[D1 (KFZ1)]
1059352;17408001[D1 (KFZ1)]
1059353;17408001[D1 (KFZ1)]
105935E;17408001[D1 (KFZ1)]
62909S;17378007[D7]
629091;17378007[D7]
629092;17378007[D7]
62909E;17378007[D7]
109388S;18237007[D7]
1093881;18237007[D7]
1093882;18237007[D7]
109388E;18237007[D7]
74670S;18897015[D15 (4)]
746701;18897015[D15 (4)]
74670E;18897015[D15 (4)]
106371S;18892003[D3 (1)]
106371E;18892003[D3 (1)]
74670S;18897016[D16 (4)]
746701;18897016[D16 (4)]
74670E;18897016[D16 (4)]
105762S;17390008[D5a]
105762E;17390008[D5a]
105762S;17390007[D5]
105762E;17390007[D5]
106346S;18369011[D50 (KFZ5)]
1063461;18369011[D50 (KFZ5)]
1063462;18369011[D50 (KFZ5)]
1063463;18369011[D50 (KFZ5)]
1063464;18369011[D50 (KFZ5)]
106346E;18369011[D50 (KFZ5)]
33584S;18309005[D5 (KFZ3)]
33584E;18309005[D5 (KFZ3)]
34477S;18983005[D5]
344771;18983005[D5]
344772;18983005[D5]
34477E;18983005[D5]
105933S;17406002[D2 (1)]
1059331;17406002[D2 (1)]
1059332;17406002[D2 (1)]
1059333;17406002[D2 (1)]
105933E;17406002[D2 (1)]
37796S;17398002[D2]
37796E;17398002[D2]
106828S;18392002[D2 (KFZ1)]
106828E;18392002[D2 (KFZ1)]
105190S;15427003[D3]
1051901;15427003[D3]
1051902;15427003[D3]
1051903;15427003[D3]
1051904;15427003[D3]
1051905;15427003[D3]
1051906;15427003[D3]
1051907;15427003[D3]
1051908;15427003[D3]
1051909;15427003[D3]
10519010;15427003[D3]
105190E;15427003[D3]
105191S;15429001[D1]
1051911;15429001[D1]
1051912;15429001[D1]
105191E;15429001[D1]
61865S;18361002[D10b (KFZ1)]
618651;18361002[D10b (KFZ1)]
618652;18361002[D10b (KFZ1)]
61865E;18361002[D10b (KFZ1)]
105180S;15424001[D1]
105180E;15424001[D1]
105764S;17390001[D1]
1057641;17390001[D1]
1057642;17390001[D1]
1057643;17390001[D1]
105764E;17390001[D1]
48517S;18211001[D10a (KFZ1)]
485171;18211001[D10a (KFZ1)]
485172;18211001[D10a (KFZ1)]
485173;18211001[D10a (KFZ1)]
485174;18211001[D10a (KFZ1)]
485175;18211001[D10a (KFZ1)]
48517E;18211001[D10a (KFZ1)]
106423S;18897012[D12 (1)]
1064231;18897012[D12 (1)]
1064232;18897012[D12 (1)]
1064233;18897012[D12 (1)]
1064234;18897012[D12 (1)]
1064235;18897012[D12 (1)]
1064236;18897012[D12 (1)]
1064237;18897012[D12 (1)]
106423E;18897012[D12 (1)]
38015S;17392002[D2]
380151;17392002[D2]
380152;17392002[D2]
380153;17392002[D2]
380154;17392002[D2]
380155;17392002[D2]
38015E;17392002[D2]
61347S;18967005[D5]
61347E;18967005[D5]
106423S;18897013[D13 (1)]
1064231;18897013[D13 (1)]
1064232;18897013[D13 (1)]
1064233;18897013[D13 (1)]
1064234;18897013[D13 (1)]
1064235;18897013[D13 (1)]
1064236;18897013[D13 (1)]
1064237;18897013[D13 (1)]
106423E;18897013[D13 (1)]
48517S;18211003[D10c (KFZ1)]
485171;18211003[D10c (KFZ1)]
485172;18211003[D10c (KFZ1)]
485173;18211003[D10c (KFZ1)]
485174;18211003[D10c (KFZ1)]
485175;18211003[D10c (KFZ1)]
48517E;18211003[D10c (KFZ1)]
61757S;18330004[D10d (KFZ1)]
617571;18330004[D10d (KFZ1)]
617572;18330004[D10d (KFZ1)]
61757E;18330004[D10d (KFZ1)]
106371S;18892002[D2 (1)]
106371E;18892002[D2 (1)]
62629S;18436017[D60a]
626291;18436017[D60a]
626292;18436017[D60a]
626293;18436017[D60a]
626294;18436017[D60a]
626295;18436017[D60a]
626296;18436017[D60a]
626297;18436017[D60a]
626298;18436017[D60a]
626299;18436017[D60a]
6262910;18436017[D60a]
6262911;18436017[D60a]
6262912;18436017[D60a]
6262913;18436017[D60a]
6262914;18436017[D60a]
6262915;18436017[D60a]
6262916;18436017[D60a]
62629E;18436017[D60a]
74279S;17427004[D4]
74279E;17427004[D4]
60643S;19110001[D10a (KFZ1)]
60643E;19110001[D10a (KFZ1)]
74302S;17378009[D9]
743021;17378009[D9]
74302E;17378009[D9]
61283S;17400003[D3]
612831;17400003[D3]
612832;17400003[D3]
612833;17400003[D3]
612834;17400003[D3]
612835;17400003[D3]
612836;17400003[D3]
612837;17400003[D3]
612838;17400003[D3]
61283E;17400003[D3]
62627S;18369003[D20c (KFZ2)]
626271;18369003[D20c (KFZ2)]
626272;18369003[D20c (KFZ2)]
626273;18369003[D20c (KFZ2)]
62627E;18369003[D20c (KFZ2)]
105709S;17375037[D13]
105709E;17375037[D13]
61303S;17406004[D4 (2)]
613031;17406004[D4 (2)]
613032;17406004[D4 (2)]
613033;17406004[D4 (2)]
613034;17406004[D4 (2)]
61303E;17406004[D4 (2)]
107707S;18303010[D10 (4)]
1077071;18303010[D10 (4)]
1077072;18303010[D10 (4)]
1077073;18303010[D10 (4)]
107707E;18303010[D10 (4)]
61252S;17370026[D2]
612521;17370026[D2]
612522;17370026[D2]
612523;17370026[D2]
612524;17370026[D2]
612525;17370026[D2]
612526;17370026[D2]
612527;17370026[D2]
612528;17370026[D2]
612529;17370026[D2]
6125210;17370026[D2]
61252E;17370026[D2]
37991S;17394001[D1]
37991E;17394001[D1]
61959S;18300004[D4 (KFZ2)]
619591;18300004[D4 (KFZ2)]
619592;18300004[D4 (KFZ2)]
61959E;18300004[D4 (KFZ2)]
105933S;17407001[D1 (KFZ1)]
1059331;17407001[D1 (KFZ1)]
1059332;17407001[D1 (KFZ1)]
1059333;17407001[D1 (KFZ1)]
105933E;17407001[D1 (KFZ1)]
41389S;17790001[D1 (KFZ1)]
413891;17790001[D1 (KFZ1)]
413892;17790001[D1 (KFZ1)]
413893;17790001[D1 (KFZ1)]
413894;17790001[D1 (KFZ1)]
413895;17790001[D1 (KFZ1)]
413896;17790001[D1 (KFZ1)]
413897;17790001[D1 (KFZ1)]
413898;17790001[D1 (KFZ1)]
413899;17790001[D1 (KFZ1)]
4138910;17790001[D1 (KFZ1)]
41389E;17790001[D1 (KFZ1)]
107047S;18897011[D11 (5)]
1070471;18897011[D11 (5)]
1070472;18897011[D11 (5)]
1070473;18897011[D11 (5)]
107047E;18897011[D11 (5)]
67858S;18888001[D1 (KFZ1)]
678581;18888001[D1 (KFZ1)]
678582;18888001[D1 (KFZ1)]
678583;18888001[D1 (KFZ1)]
67858E;18888001[D1 (KFZ1)]
57878S;18257002[D10b]
578781;18257002[D10b]
578782;18257002[D10b]
578783;18257002[D10b]
578784;18257002[D10b]
578785;18257002[D10b]
578786;18257002[D10b]
578787;18257002[D10b]
57878E;18257002[D10b]
61303S;17405003[D3 (2)]
613031;17405003[D3 (2)]
613032;17405003[D3 (2)]
613033;17405003[D3 (2)]
613034;17405003[D3 (2)]
61303E;17405003[D3 (2)]
74664S;18372011[D11 (KFZ5)]
746641;18372011[D11 (KFZ5)]
74664E;18372011[D11 (KFZ5)]
57878S;18257004[D10d]
578781;18257004[D10d]
578782;18257004[D10d]
578783;18257004[D10d]
578784;18257004[D10d]
578785;18257004[D10d]
578786;18257004[D10d]
578787;18257004[D10d]
57878E;18257004[D10d]
109764S;19902025[D1]
1097641;19902025[D1]
1097642;19902025[D1]
1097643;19902025[D1]
1097644;19902025[D1]
1097645;19902025[D1]
1097646;19902025[D1]
1097647;19902025[D1]
1097648;19902025[D1]
1097649;19902025[D1]
10976410;19902025[D1]
109764E;19902025[D1]
34487S;18983002[D2]
344871;18983002[D2]
34487E;18983002[D2]
105925S;17402001[D1 (KFZ1)]
105925E;17402001[D1 (KFZ1)]
109768S;19902029[D5]
1097681;19902029[D5]
1097682;19902029[D5]
1097683;19902029[D5]
109768E;19902029[D5]
61283S;17399010[D10]
612831;17399010[D10]
612832;17399010[D10]
612833;17399010[D10]
612834;17399010[D10]
612835;17399010[D10]
612836;17399010[D10]
612837;17399010[D10]
612838;17399010[D10]
61283E;17399010[D10]
64139S;18369014[D80 (KFZ8)]
641391;18369014[D80 (KFZ8)]
641392;18369014[D80 (KFZ8)]
64139E;18369014[D80 (KFZ8)]
60747S;17399006[D6]
607471;17399006[D6]
607472;17399006[D6]
607473;17399006[D6]
607474;17399006[D6]
607475;17399006[D6]
60747E;17399006[D6]
105793S;17403004[D4 (KFZ2)]
1057931;17403004[D4 (KFZ2)]
1057932;17403004[D4 (KFZ2)]
1057933;17403004[D4 (KFZ2)]
105793E;17403004[D4 (KFZ2)]
73034S;18384019[D110 (KFZ11)]
73034E;18384019[D110 (KFZ11)]
107047S;18897009[D9 (5)]
1070471;18897009[D9 (5)]
1070472;18897009[D9 (5)]
1070473;18897009[D9 (5)]
107047E;18897009[D9 (5)]
64537S;18257006[D4]
645371;18257006[D4]
64537E;18257006[D4]
105186S;15422003[D3]
1051861;15422003[D3]
1051862;15422003[D3]
1051863;15422003[D3]
105186E;15422003[D3]
107047S;18897010[D10 (5)]
1070471;18897010[D10 (5)]
1070472;18897010[D10 (5)]
1070473;18897010[D10 (5)]
107047E;18897010[D10 (5)]
31765S;18257007[D7]
317651;18257007[D7]
317652;18257007[D7]
317653;18257007[D7]
317654;18257007[D7]
31765E;18257007[D7]
105186S;15422002[D2]
1051861;15422002[D2]
1051862;15422002[D2]
1051863;15422002[D2]
105186E;15422002[D2]
105186S;15422004[D4]
1051861;15422004[D4]
1051862;15422004[D4]
1051863;15422004[D4]
105186E;15422004[D4]
61868S;18361003[D20a (KFZ2)]
618681;18361003[D20a (KFZ2)]
618682;18361003[D20a (KFZ2)]
618683;18361003[D20a (KFZ2)]
618684;18361003[D20a (KFZ2)]
61868E;18361003[D20a (KFZ2)]
106346S;18369025[D110c (KFZ11)]
1063461;18369025[D110c (KFZ11)]
1063462;18369025[D110c (KFZ11)]
1063463;18369025[D110c (KFZ11)]
1063464;18369025[D110c (KFZ11)]
106346E;18369025[D110c (KFZ11)]
61914S;18330006[D32 (KFZ2)]
619141;18330006[D32 (KFZ2)]
61914E;18330006[D32 (KFZ2)]
64139S;18369007[D4b (KFZ4)]
641391;18369007[D4b (KFZ4)]
641392;18369007[D4b (KFZ4)]
64139E;18369007[D4b (KFZ4)]
62079S;18371009[D6]
620791;18371009[D6]
62079E;18371009[D6]
60727S;18890005[D20b (KFZ2)]
60727E;18890005[D20b (KFZ2)]
57878S;18257012[D11c]
578781;18257012[D11c]
578782;18257012[D11c]
578783;18257012[D11c]
578784;18257012[D11c]
578785;18257012[D11c]
578786;18257012[D11c]
578787;18257012[D11c]
57878E;18257012[D11c]
74670S;18897007[D7 (4)]
746701;18897007[D7 (4)]
74670E;18897007[D7 (4)]
106433S;18897008[D8 (7)]
106433E;18897008[D8 (7)]
57878S;18257003[D10c]
578781;18257003[D10c]
578782;18257003[D10c]
578783;18257003[D10c]
578784;18257003[D10c]
578785;18257003[D10c]
578786;18257003[D10c]
578787;18257003[D10c]
57878E;18257003[D10c]
62629S;18436018[D60b]
626291;18436018[D60b]
626292;18436018[D60b]
626293;18436018[D60b]
626294;18436018[D60b]
626295;18436018[D60b]
626296;18436018[D60b]
626297;18436018[D60b]
626298;18436018[D60b]
626299;18436018[D60b]
6262910;18436018[D60b]
6262911;18436018[D60b]
6262912;18436018[D60b]
6262913;18436018[D60b]
6262914;18436018[D60b]
6262915;18436018[D60b]
6262916;18436018[D60b]
62629E;18436018[D60b]
62627S;18369002[D20b (KFZ2)]
626271;18369002[D20b (KFZ2)]
626272;18369002[D20b (KFZ2)]
626273;18369002[D20b (KFZ2)]
62627E;18369002[D20b (KFZ2)]
62623S;18367002[D10b (KFZ1)]
626231;18367002[D10b (KFZ1)]
626232;18367002[D10b (KFZ1)]
62623E;18367002[D10b (KFZ1)]
64139S;18369013[D8b (KFZ8)]
641391;18369013[D8b (KFZ8)]
641392;18369013[D8b (KFZ8)]
64139E;18369013[D8b (KFZ8)]
105794S;17402003[D3 (KFZ2)]
1057941;17402003[D3 (KFZ2)]
1057942;17402003[D3 (KFZ2)]
1057943;17402003[D3 (KFZ2)]
105794E;17402003[D3 (KFZ2)]
107151S;17404005[D5 (3)]
107151E;17404005[D5 (3)]
105190S;15427004[D4]
1051901;15427004[D4]
1051902;15427004[D4]
1051903;15427004[D4]
1051904;15427004[D4]
1051905;15427004[D4]
1051906;15427004[D4]
1051907;15427004[D4]
1051908;15427004[D4]
1051909;15427004[D4]
10519010;15427004[D4]
105190E;15427004[D4]
61956S;18301001[D1 (1)]
619561;18301001[D1 (1)]
619562;18301001[D1 (1)]
61956E;18301001[D1 (1)]
105262S;15425027[D3]
1052621;15425027[D3]
1052622;15425027[D3]
1052623;15425027[D3]
1052624;15425027[D3]
1052625;15425027[D3]
1052626;15425027[D3]
1052627;15425027[D3]
1052628;15425027[D3]
1052629;15425027[D3]
10526210;15425027[D3]
10526211;15425027[D3]
10526212;15425027[D3]
10526213;15425027[D3]
105262E;15425027[D3]
61252S;17370025[D1]
612521;17370025[D1]
612522;17370025[D1]
612523;17370025[D1]
612524;17370025[D1]
612525;17370025[D1]
612526;17370025[D1]
612527;17370025[D1]
612528;17370025[D1]
612529;17370025[D1]
6125210;17370025[D1]
61252E;17370025[D1]
61305S;17405002[D2 (1)]
613051;17405002[D2 (1)]
61305E;17405002[D2 (1)]
60477S;399126816[A648/13FKO-65]
604771;399126816[A648/13FKO-65]
604772;399126816[A648/13FKO-65]
604773;399126816[A648/13FKO-65]
604774;399126816[A648/13FKO-65]
60477E;399126816[A648/13FKO-65]
74702S;220101020[MQ1_MH5a: IRD2, HFS, FR Ost]
747021;220101020[MQ1_MH5a: IRD2, HFS, FR Ost]
74702E;220101020[MQ1_MH5a: IRD2, HFS, FR Ost]
62655S;220201020[MQ1_PLSA6: IRD2, UEFS, FR Ost]
626551;220201020[MQ1_PLSA6: IRD2, UEFS, FR Ost]
62655E;220201020[MQ1_PLSA6: IRD2, UEFS, FR Ost]
60768S;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
607681;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
607682;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
607683;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
607684;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
607685;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
607686;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
607687;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
607688;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
607689;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
6076810;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
6076811;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
6076812;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
6076813;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
6076814;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
6076815;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
6076816;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
6076817;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
60768E;220301020[MQ1_R10: IRD2, UEFS, FR Ost]
61768S;220401010[MQ1_R15: IRD1, HFS, FR Ost]
617681;220401010[MQ1_R15: IRD1, HFS, FR Ost]
617682;220401010[MQ1_R15: IRD1, HFS, FR Ost]
61768E;220401010[MQ1_R15: IRD1, HFS, FR Ost]
74670S;18897006[D6 (4)]
746701;18897006[D6 (4)]
74670E;18897006[D6 (4)]
61768S;220401020[MQ1_R15: IRD2, UEFS, FR Ost]
617681;220401020[MQ1_R15: IRD2, UEFS, FR Ost]
617682;220401020[MQ1_R15: IRD2, UEFS, FR Ost]
61768E;220401020[MQ1_R15: IRD2, UEFS, FR Ost]
74379S;18857033[D33 (KFZ3)]
743791;18857033[D33 (KFZ3)]
74379E;18857033[D33 (KFZ3)]
74379S;18857032[D32 (KFZ3)]
743791;18857032[D32 (KFZ3)]
74379E;18857032[D32 (KFZ3)]
32538S;18318006[D6 (KFZ)]
32538E;18318006[D6 (KFZ)]
57878S;18257011[D11b]
578781;18257011[D11b]
578782;18257011[D11b]
578783;18257011[D11b]
578784;18257011[D11b]
578785;18257011[D11b]
578786;18257011[D11b]
578787;18257011[D11b]
57878E;18257011[D11b]
109521S;17790004[D4 (KFZ4)]
1095211;17790004[D4 (KFZ4)]
1095212;17790004[D4 (KFZ4)]
1095213;17790004[D4 (KFZ4)]
109521E;17790004[D4 (KFZ4)]
38001S;17394002[D2]
380011;17394002[D2]
38001E;17394002[D2]
109572S;18391001[D1 (KFZ3)]
109572E;18391001[D1 (KFZ3)]
32538S;18318005[D5 (KFZ)]
32538E;18318005[D5 (KFZ)]
74009S;18372020[D20 (KFZ6)]
740091;18372020[D20 (KFZ6)]
740092;18372020[D20 (KFZ6)]
740093;18372020[D20 (KFZ6)]
740094;18372020[D20 (KFZ6)]
740095;18372020[D20 (KFZ6)]
740096;18372020[D20 (KFZ6)]
74009E;18372020[D20 (KFZ6)]
105196S;15430003[D2]
1051961;15430003[D2]
105196E;15430003[D2]
60477S;399126817[A648/13FKO-66]
604771;399126817[A648/13FKO-66]
604772;399126817[A648/13FKO-66]
604773;399126817[A648/13FKO-66]
604774;399126817[A648/13FKO-66]
60477E;399126817[A648/13FKO-66]
57878S;18257010[D11a]
578781;18257010[D11a]
578782;18257010[D11a]
578783;18257010[D11a]
578784;18257010[D11a]
578785;18257010[D11a]
578786;18257010[D11a]
578787;18257010[D11a]
57878E;18257010[D11a]
74702S;220101030[MQ1_MH5a: IRD3, UEFS, FR Ost]
747021;220101030[MQ1_MH5a: IRD3, UEFS, FR Ost]
74702E;220101030[MQ1_MH5a: IRD3, UEFS, FR Ost]
31765S;18257005[D3]
317651;18257005[D3]
317652;18257005[D3]
317653;18257005[D3]
317654;18257005[D3]
31765E;18257005[D3]
57878S;18257001[D10a]
578781;18257001[D10a]
578782;18257001[D10a]
578783;18257001[D10a]
578784;18257001[D10a]
578785;18257001[D10a]
578786;18257001[D10a]
578787;18257001[D10a]
57878E;18257001[D10a]
60768S;220301010[MQ1_R10: IRD1, HFS, FR Ost]
607681;220301010[MQ1_R10: IRD1, HFS, FR Ost]
607682;220301010[MQ1_R10: IRD1, HFS, FR Ost]
607683;220301010[MQ1_R10: IRD1, HFS, FR Ost]
607684;220301010[MQ1_R10: IRD1, HFS, FR Ost]
607685;220301010[MQ1_R10: IRD1, HFS, FR Ost]
607686;220301010[MQ1_R10: IRD1, HFS, FR Ost]
607687;220301010[MQ1_R10: IRD1, HFS, FR Ost]
607688;220301010[MQ1_R10: IRD1, HFS, FR Ost]
607689;220301010[MQ1_R10: IRD1, HFS, FR Ost]
6076810;220301010[MQ1_R10: IRD1, HFS, FR Ost]
6076811;220301010[MQ1_R10: IRD1, HFS, FR Ost]
6076812;220301010[MQ1_R10: IRD1, HFS, FR Ost]
6076813;220301010[MQ1_R10: IRD1, HFS, FR Ost]
6076814;220301010[MQ1_R10: IRD1, HFS, FR Ost]
6076815;220301010[MQ1_R10: IRD1, HFS, FR Ost]
6076816;220301010[MQ1_R10: IRD1, HFS, FR Ost]
6076817;220301010[MQ1_R10: IRD1, HFS, FR Ost]
60768E;220301010[MQ1_R10: IRD1, HFS, FR Ost]
73016S;483492713[A661/5FS-105]
730161;483492713[A661/5FS-105]
730162;483492713[A661/5FS-105]
730163;483492713[A661/5FS-105]
730164;483492713[A661/5FS-105]
730165;483492713[A661/5FS-105]
730166;483492713[A661/5FS-105]
730167;483492713[A661/5FS-105]
730168;483492713[A661/5FS-105]
73016E;483492713[A661/5FS-105]
62655S;220201010[MQ1_PLSA6: IRD1, HFS, FR Ost]
626551;220201010[MQ1_PLSA6: IRD1, HFS, FR Ost]
62655E;220201010[MQ1_PLSA6: IRD1, HFS, FR Ost]
60477S;399126819[A648/12FKO-2]
604771;399126819[A648/12FKO-2]
604772;399126819[A648/12FKO-2]
604773;399126819[A648/12FKO-2]
604774;399126819[A648/12FKO-2]
60477E;399126819[A648/12FKO-2]
60477S;399126818[A648/12FKO-1]
604771;399126818[A648/12FKO-1]
604772;399126818[A648/12FKO-1]
604773;399126818[A648/12FKO-1]
604774;399126818[A648/12FKO-1]
60477E;399126818[A648/12FKO-1]
106136S;220101010[MQ1_MH5a: IRD1, RE_einb.FS, FR Ost]
1061361;220101010[MQ1_MH5a: IRD1, RE_einb.FS, FR Ost]
1061362;220101010[MQ1_MH5a: IRD1, RE_einb.FS, FR Ost]
1061363;220101010[MQ1_MH5a: IRD1, RE_einb.FS, FR Ost]
1061364;220101010[MQ1_MH5a: IRD1, RE_einb.FS, FR Ost]
106136E;220101010[MQ1_MH5a: IRD1, RE_einb.FS, FR Ost]
66285S;18457001[D1 (KFZ1)]
662851;18457001[D1 (KFZ1)]
662852;18457001[D1 (KFZ1)]
66285E;18457001[D1 (KFZ1)]
109521S;17790006[D6 (KFZ4)]
1095211;17790006[D6 (KFZ4)]
1095212;17790006[D6 (KFZ4)]
1095213;17790006[D6 (KFZ4)]
109521E;17790006[D6 (KFZ4)]
109597S;18890009[D40a (KFZ4)]
109597E;18890009[D40a (KFZ4)]
61283S;17399009[D9]
612831;17399009[D9]
612832;17399009[D9]
612833;17399009[D9]
612834;17399009[D9]
612835;17399009[D9]
612836;17399009[D9]
612837;17399009[D9]
612838;17399009[D9]
61283E;17399009[D9]
61971S;18297003[D3 (3)]
619711;18297003[D3 (3)]
61971E;18297003[D3 (3)]
109581S;18237004[D4]
1095811;18237004[D4]
1095812;18237004[D4]
1095813;18237004[D4]
1095814;18237004[D4]
109581E;18237004[D4]
109585S;18237003[D3]
109585E;18237003[D3]
41768S;18367010[D30c (KFZ3)]
