point_id;road_id
6262823;18368011[D70a (KFZ7)]
6262824;18368011[D70a (KFZ7)]
6262825;18368011[D70a (KFZ7)]
6262826;18368011[D70a (KFZ7)]
6262827;18368011[D70a (KFZ7)]
6262828;18368011[D70a (KFZ7)]
6262829;18368011[D70a (KFZ7)]
6262830;18368011[D70a (KFZ7)]
6262831;18368011[D70a (KFZ7)]
6262832;18368011[D70a (KFZ7)]
6262833;18368011[D70a (KFZ7)]
6262834;18368011[D70a (KFZ7)]
6262835;18368011[D70a (KFZ7)]
6262836;18368011[D70a (KFZ7)]
6262837;18368011[D70a (KFZ7)]
6262838;18368011[D70a (KFZ7)]
6262839;18368011[D70a (KFZ7)]
6262840;18368011[D70a (KFZ7)]
6262841;18368011[D70a (KFZ7)]
6262842;18368011[D70a (KFZ7)]
6262843;18368011[D70a (KFZ7)]
6262844;18368011[D70a (KFZ7)]
62628E;18368011[D70a (KFZ7)]
106288S;18304028[D21Schleif]
1062881;18304028[D21Schleif]
1062882;18304028[D21Schleif]
1062883;18304028[D21Schleif]
1062884;18304028[D21Schleif]
1062885;18304028[D21Schleif]
106288E;18304028[D21Schleif]
61789S;18178005[D20]
617891;18178005[D20]
617892;18178005[D20]
61789E;18178005[D20]
74482S;18349003[D3 (1)]
744821;18349003[D3 (1)]
74482E;18349003[D3 (1)]
61757S;18330001[D10a (KFZ1)]
617571;18330001[D10a (KFZ1)]
617572;18330001[D10a (KFZ1)]
61757E;18330001[D10a (KFZ1)]
105808S;17371002[D2 (KFZ3)]
1058081;17371002[D2 (KFZ3)]
105808E;17371002[D2 (KFZ3)]
61369S;17370030[D6]
613691;17370030[D6]
613692;17370030[D6]
613693;17370030[D6]
61369E;17370030[D6]
61878S;18360001[D1 (KFZ1/FU21)]
618781;18360001[D1 (KFZ1/FU21)]
61878E;18360001[D1 (KFZ1/FU21)]
105176S;15426003[D3]
1051761;15426003[D3]
1051762;15426003[D3]
1051763;15426003[D3]
105176E;15426003[D3]
61936S;18302002[D2 (KFZ1)]
619361;18302002[D2 (KFZ1)]
619362;18302002[D2 (KFZ1)]
61936E;18302002[D2 (KFZ1)]
109522S;17790012[D12 (KFZ7)]
1095221;17790012[D12 (KFZ7)]
1095222;17790012[D12 (KFZ7)]
1095223;17790012[D12 (KFZ7)]
1095224;17790012[D12 (KFZ7)]
109522E;17790012[D12 (KFZ7)]
61791S;18889003[D3]
617911;18889003[D3]
617912;18889003[D3]
617913;18889003[D3]
61791E;18889003[D3]
105251S;15430080[D38]
1052511;15430080[D38]
1052512;15430080[D38]
1052513;15430080[D38]
1052514;15430080[D38]
105251E;15430080[D38]
74302S;17378011[D11]
743021;17378011[D11]
74302E;17378011[D11]
106650S;18384014[D7a (KFZ7)]
1066501;18384014[D7a (KFZ7)]
106650E;18384014[D7a (KFZ7)]
105251S;15430076[D34]
1052511;15430076[D34]
1052512;15430076[D34]
1052513;15430076[D34]
1052514;15430076[D34]
105251E;15430076[D34]
106304S;18889002[D2]
106304E;18889002[D2]
105251S;15430079[D37]
1052511;15430079[D37]
1052512;15430079[D37]
1052513;15430079[D37]
1052514;15430079[D37]
105251E;15430079[D37]
105722S;17414001[D1]
1057221;17414001[D1]
1057222;17414001[D1]
1057223;17414001[D1]
1057224;17414001[D1]
1057225;17414001[D1]
105722E;17414001[D1]
107782S;17790015[D15 (KFZ9)]
1077821;17790015[D15 (KFZ9)]
1077822;17790015[D15 (KFZ9)]
107782E;17790015[D15 (KFZ9)]
107710S;17400008[D8]
107710E;17400008[D8]
74256S;17386018[gs18]
742561;17386018[gs18]
742562;17386018[gs18]
742563;17386018[gs18]
742564;17386018[gs18]
742565;17386018[gs18]
742566;17386018[gs18]
74256E;17386018[gs18]
105176S;15426004[D4]
1051761;15426004[D4]
1051762;15426004[D4]
1051763;15426004[D4]
105176E;15426004[D4]
106748S;18349005[D5 (7)]
1067481;18349005[D5 (7)]
1067482;18349005[D5 (7)]
1067483;18349005[D5 (7)]
1067484;18349005[D5 (7)]
1067485;18349005[D5 (7)]
106748E;18349005[D5 (7)]
105176S;15426005[D5]
1051761;15426005[D5]
1051762;15426005[D5]
1051763;15426005[D5]
105176E;15426005[D5]
105940S;17407005[D5 (KFZ3)]
1059401;17407005[D5 (KFZ3)]
1059402;17407005[D5 (KFZ3)]
1059403;17407005[D5 (KFZ3)]
105940E;17407005[D5 (KFZ3)]
61699S;17382006[D6 (4)]
616991;17382006[D6 (4)]
616992;17382006[D6 (4)]
61699E;17382006[D6 (4)]
61369S;17370027[D3]
613691;17370027[D3]
613692;17370027[D3]
613693;17370027[D3]
61369E;17370027[D3]
105246S;15430020[D19]
1052461;15430020[D19]
1052462;15430020[D19]
1052463;15430020[D19]
1052464;15430020[D19]
105246E;15430020[D19]
105194S;15429004[D4]
1051941;15429004[D4]
1051942;15429004[D4]
105194E;15429004[D4]
105251S;15430077[D35]
1052511;15430077[D35]
1052512;15430077[D35]
1052513;15430077[D35]
1052514;15430077[D35]
105251E;15430077[D35]
105195S;15430012[D11]
105195E;15430012[D11]
105251S;15430078[D36]
1052511;15430078[D36]
1052512;15430078[D36]
1052513;15430078[D36]
1052514;15430078[D36]
105251E;15430078[D36]
61300S;17372004[D4]
613001;17372004[D4]
613002;17372004[D4]
613003;17372004[D4]
613004;17372004[D4]
61300E;17372004[D4]
74661S;18887006[D20 (KFZ2)]
746611;18887006[D20 (KFZ2)]
746612;18887006[D20 (KFZ2)]
74661E;18887006[D20 (KFZ2)]
105246S;15430018[D17]
1052461;15430018[D17]
1052462;15430018[D17]
1052463;15430018[D17]
1052464;15430018[D17]
105246E;15430018[D17]
105246S;15430019[D18]
1052461;15430019[D18]
1052462;15430019[D18]
1052463;15430019[D18]
1052464;15430019[D18]
105246E;15430019[D18]
74482S;18349001[D1 (1)]
744821;18349001[D1 (1)]
74482E;18349001[D1 (1)]
61834S;18364004[D20a (KFZ2)]
618341;18364004[D20a (KFZ2)]
618342;18364004[D20a (KFZ2)]
61834E;18364004[D20a (KFZ2)]
61824S;18309002[D2 (KFZ1)]
618241;18309002[D2 (KFZ1)]
618242;18309002[D2 (KFZ1)]
618243;18309002[D2 (KFZ1)]
618244;18309002[D2 (KFZ1)]
618245;18309002[D2 (KFZ1)]
618246;18309002[D2 (KFZ1)]
61824E;18309002[D2 (KFZ1)]
105808S;17371001[D1 (KFZ3)]
1058081;17371001[D1 (KFZ3)]
105808E;17371001[D1 (KFZ3)]
74482S;18349002[D2 (1)]
744821;18349002[D2 (1)]
74482E;18349002[D2 (1)]
105925S;17402002[D2 (KFZ1)]
105925E;17402002[D2 (KFZ1)]
106304S;18889001[D1]
106304E;18889001[D1]
61914S;18330005[D2 (KFZ2)]
619141;18330005[D2 (KFZ2)]
61914E;18330005[D2 (KFZ2)]
105197S;15430069[D27]
1051971;15430069[D27]
1051972;15430069[D27]
105197E;15430069[D27]
105196S;15430006[D5]
1051961;15430006[D5]
105196E;15430006[D5]
105197S;15430070[D28]
1051971;15430070[D28]
1051972;15430070[D28]
105197E;15430070[D28]
105197S;15430073[D31]
1051971;15430073[D31]
1051972;15430073[D31]
105197E;15430073[D31]
107710S;17400009[D9]
107710E;17400009[D9]
64355S;18894006[D6 (4)]
64355E;18894006[D6 (4)]
62646S;18895004[D4 (2)]
626461;18895004[D4 (2)]
62646E;18895004[D4 (2)]
105251S;15430075[D33]
1052511;15430075[D33]
1052512;15430075[D33]
1052513;15430075[D33]
1052514;15430075[D33]
105251E;15430075[D33]
74302S;17378008[D8]
743021;17378008[D8]
74302E;17378008[D8]
34477S;18983004[D4]
344771;18983004[D4]
344772;18983004[D4]
34477E;18983004[D4]
107704S;18303003[D3 (1)]
107704E;18303003[D3 (1)]
105197S;15430071[D29]
1051971;15430071[D29]
1051972;15430071[D29]
105197E;15430071[D29]
41773S;17372003[D3]
417731;17372003[D3]
417732;17372003[D3]
417733;17372003[D3]
417734;17372003[D3]
417735;17372003[D3]
417736;17372003[D3]
417737;17372003[D3]
417738;17372003[D3]
417739;17372003[D3]
4177310;17372003[D3]
4177311;17372003[D3]
4177312;17372003[D3]
41773E;17372003[D3]
105245S;15431027[D3 (KFZ2)]
1052451;15431027[D3 (KFZ2)]
1052452;15431027[D3 (KFZ2)]
1052453;15431027[D3 (KFZ2)]
105245E;15431027[D3 (KFZ2)]
105177S;15426002[D2]
1051771;15426002[D2]
1051772;15426002[D2]
1051773;15426002[D2]
1051774;15426002[D2]
105177E;15426002[D2]
105709S;17375036[D12]
105709E;17375036[D12]
105246S;15430068[D26]
1052461;15430068[D26]
1052462;15430068[D26]
1052463;15430068[D26]
1052464;15430068[D26]
105246E;15430068[D26]
105195S;15430011[D10]
105195E;15430011[D10]
105246S;15430067[D25]
1052461;15430067[D25]
1052462;15430067[D25]
1052463;15430067[D25]
1052464;15430067[D25]
105246E;15430067[D25]
105185S;15422009[D9]
1051851;15422009[D9]
1051852;15422009[D9]
1051853;15422009[D9]
1051854;15422009[D9]
1051855;15422009[D9]
1051856;15422009[D9]
105185E;15422009[D9]
105197S;15430072[D30]
1051971;15430072[D30]
1051972;15430072[D30]
105197E;15430072[D30]
105808S;17371003[D3 (KFZ3)]
1058081;17371003[D3 (KFZ3)]
105808E;17371003[D3 (KFZ3)]
105197S;15430074[D32]
1051971;15430074[D32]
1051972;15430074[D32]
105197E;15430074[D32]
106746S;18349008[D8 (7)]
1067461;18349008[D8 (7)]
106746E;18349008[D8 (7)]
109768S;19902030[D6]
1097681;19902030[D6]
1097682;19902030[D6]
1097683;19902030[D6]
109768E;19902030[D6]
109764S;19902026[D2]
1097641;19902026[D2]
1097642;19902026[D2]
1097643;19902026[D2]
1097644;19902026[D2]
1097645;19902026[D2]
1097646;19902026[D2]
1097647;19902026[D2]
1097648;19902026[D2]
1097649;19902026[D2]
10976410;19902026[D2]
109764E;19902026[D2]
106409S;18895003[D3 (3)]
1064091;18895003[D3 (3)]
1064092;18895003[D3 (3)]
1064093;18895003[D3 (3)]
106409E;18895003[D3 (3)]
106746S;18349007[D7 (7)]
1067461;18349007[D7 (7)]
106746E;18349007[D7 (7)]
109768S;19902027[D3]
1097681;19902027[D3]
1097682;19902027[D3]
1097683;19902027[D3]
109768E;19902027[D3]
106407S;18894004[D4 (2)]
1064071;18894004[D4 (2)]
1064072;18894004[D4 (2)]
106407E;18894004[D4 (2)]
106406S;18895002[D2 (1)]
1064061;18895002[D2 (1)]
106406E;18895002[D2 (1)]
106404S;18894005[D5 (3)]
106404E;18894005[D5 (3)]
109522S;17790013[D13 (KFZ8)]
1095221;17790013[D13 (KFZ8)]
1095222;17790013[D13 (KFZ8)]
1095223;17790013[D13 (KFZ8)]
1095224;17790013[D13 (KFZ8)]
109522E;17790013[D13 (KFZ8)]
106295S;18888009[D7.3 (KFZ3)]
106295E;18888009[D7.3 (KFZ3)]
106748S;18349006[D6 (7)]
1067481;18349006[D6 (7)]
1067482;18349006[D6 (7)]
1067483;18349006[D6 (7)]
1067484;18349006[D6 (7)]
1067485;18349006[D6 (7)]
106748E;18349006[D6 (7)]
109768S;19902028[D4]
1097681;19902028[D4]
1097682;19902028[D4]
1097683;19902028[D4]
109768E;19902028[D4]
109218S;18314002[D20 (KFZ2)]
1092181;18314002[D20 (KFZ2)]
1092182;18314002[D20 (KFZ2)]
109218E;18314002[D20 (KFZ2)]
41442S;18894002[D2 ( 1)]
414421;18894002[D2 ( 1)]
414422;18894002[D2 ( 1)]
41442E;18894002[D2 ( 1)]
37719S;17386004[D4 (4)]
377191;17386004[D4 (4)]
37719E;17386004[D4 (4)]
62628S;18368012[D70b (KFZ7)]
626281;18368012[D70b (KFZ7)]
626282;18368012[D70b (KFZ7)]
626283;18368012[D70b (KFZ7)]
626284;18368012[D70b (KFZ7)]
626285;18368012[D70b (KFZ7)]
626286;18368012[D70b (KFZ7)]
626287;18368012[D70b (KFZ7)]
626288;18368012[D70b (KFZ7)]
626289;18368012[D70b (KFZ7)]
6262810;18368012[D70b (KFZ7)]
6262811;18368012[D70b (KFZ7)]
6262812;18368012[D70b (KFZ7)]
6262813;18368012[D70b (KFZ7)]
6262814;18368012[D70b (KFZ7)]
6262815;18368012[D70b (KFZ7)]
6262816;18368012[D70b (KFZ7)]
6262817;18368012[D70b (KFZ7)]
6262818;18368012[D70b (KFZ7)]
6262819;18368012[D70b (KFZ7)]
6262820;18368012[D70b (KFZ7)]
6262821;18368012[D70b (KFZ7)]
6262822;18368012[D70b (KFZ7)]
6262823;18368012[D70b (KFZ7)]
6262824;18368012[D70b (KFZ7)]
6262825;18368012[D70b (KFZ7)]
6262826;18368012[D70b (KFZ7)]
6262827;18368012[D70b (KFZ7)]
6262828;18368012[D70b (KFZ7)]
6262829;18368012[D70b (KFZ7)]
6262830;18368012[D70b (KFZ7)]
6262831;18368012[D70b (KFZ7)]
6262832;18368012[D70b (KFZ7)]
6262833;18368012[D70b (KFZ7)]
6262834;18368012[D70b (KFZ7)]
6262835;18368012[D70b (KFZ7)]
6262836;18368012[D70b (KFZ7)]
6262837;18368012[D70b (KFZ7)]
6262838;18368012[D70b (KFZ7)]
6262839;18368012[D70b (KFZ7)]
6262840;18368012[D70b (KFZ7)]
6262841;18368012[D70b (KFZ7)]
6262842;18368012[D70b (KFZ7)]
6262843;18368012[D70b (KFZ7)]
6262844;18368012[D70b (KFZ7)]
62628E;18368012[D70b (KFZ7)]
62628S;19072004[D2a (2)]
626281;19072004[D2a (2)]
626282;19072004[D2a (2)]
626283;19072004[D2a (2)]
626284;19072004[D2a (2)]
626285;19072004[D2a (2)]
626286;19072004[D2a (2)]
626287;19072004[D2a (2)]
626288;19072004[D2a (2)]
626289;19072004[D2a (2)]
6262810;19072004[D2a (2)]
6262811;19072004[D2a (2)]
6262812;19072004[D2a (2)]
6262813;19072004[D2a (2)]
6262814;19072004[D2a (2)]
6262815;19072004[D2a (2)]
6262816;19072004[D2a (2)]
6262817;19072004[D2a (2)]
6262818;19072004[D2a (2)]
6262819;19072004[D2a (2)]
6262820;19072004[D2a (2)]
6262821;19072004[D2a (2)]
6262822;19072004[D2a (2)]
6262823;19072004[D2a (2)]
6262824;19072004[D2a (2)]
6262825;19072004[D2a (2)]
6262826;19072004[D2a (2)]
6262827;19072004[D2a (2)]
6262828;19072004[D2a (2)]
6262829;19072004[D2a (2)]
6262830;19072004[D2a (2)]
6262831;19072004[D2a (2)]
6262832;19072004[D2a (2)]
6262833;19072004[D2a (2)]
6262834;19072004[D2a (2)]
6262835;19072004[D2a (2)]
6262836;19072004[D2a (2)]
6262837;19072004[D2a (2)]
6262838;19072004[D2a (2)]
6262839;19072004[D2a (2)]
6262840;19072004[D2a (2)]
6262841;19072004[D2a (2)]
6262842;19072004[D2a (2)]
6262843;19072004[D2a (2)]
6262844;19072004[D2a (2)]
62628E;19072004[D2a (2)]
106407S;18894003[D3 (2)]
1064071;18894003[D3 (2)]
1064072;18894003[D3 (2)]
106407E;18894003[D3 (2)]
106406S;18895001[D1 (1)]
1064061;18895001[D1 (1)]
106406E;18895001[D1 (1)]
41773S;17372002[D2]
417731;17372002[D2]
417732;17372002[D2]
417733;17372002[D2]
417734;17372002[D2]
417735;17372002[D2]
417736;17372002[D2]
417737;17372002[D2]
417738;17372002[D2]
417739;17372002[D2]
4177310;17372002[D2]
4177311;17372002[D2]
4177312;17372002[D2]
41773E;17372002[D2]
67851S;17372006[D6]
678511;17372006[D6]
678512;17372006[D6]
678513;17372006[D6]
678514;17372006[D6]
678515;17372006[D6]
67851E;17372006[D6]
69007S;18436002[D10b]
690071;18436002[D10b]
690072;18436002[D10b]
690073;18436002[D10b]
690074;18436002[D10b]
690075;18436002[D10b]
69007E;18436002[D10b]
61300S;17372005[D5]
613001;17372005[D5]
613002;17372005[D5]
613003;17372005[D5]
613004;17372005[D5]
61300E;17372005[D5]
105183S;15424005[D5]
1051831;15424005[D5]
1051832;15424005[D5]
1051833;15424005[D5]
105183E;15424005[D5]
61877S;18360002[D2 (KFZ2/FU22)]
618771;18360002[D2 (KFZ2/FU22)]
61877E;18360002[D2 (KFZ2/FU22)]
61369S;17370028[D4]
613691;17370028[D4]
613692;17370028[D4]
613693;17370028[D4]
61369E;17370028[D4]
67851S;17372007[D7]
678511;17372007[D7]
678512;17372007[D7]
678513;17372007[D7]
678514;17372007[D7]
678515;17372007[D7]
67851E;17372007[D7]
109568S;18349011[D11 (8)]
109568E;18349011[D11 (8)]
105205S;15436007[D7]
105205E;15436007[D7]
60747S;17399007[D7]
607471;17399007[D7]
607472;17399007[D7]
607473;17399007[D7]
607474;17399007[D7]
607475;17399007[D7]
60747E;17399007[D7]
61971S;18297004[D4 (3)]
619711;18297004[D4 (3)]
61971E;18297004[D4 (3)]
60768S;18887003[D10b (KFZ1)]
607681;18887003[D10b (KFZ1)]
607682;18887003[D10b (KFZ1)]
607683;18887003[D10b (KFZ1)]
607684;18887003[D10b (KFZ1)]
607685;18887003[D10b (KFZ1)]
607686;18887003[D10b (KFZ1)]
607687;18887003[D10b (KFZ1)]
607688;18887003[D10b (KFZ1)]
607689;18887003[D10b (KFZ1)]
6076810;18887003[D10b (KFZ1)]
6076811;18887003[D10b (KFZ1)]
6076812;18887003[D10b (KFZ1)]
6076813;18887003[D10b (KFZ1)]
6076814;18887003[D10b (KFZ1)]
6076815;18887003[D10b (KFZ1)]
6076816;18887003[D10b (KFZ1)]
6076817;18887003[D10b (KFZ1)]
60768E;18887003[D10b (KFZ1)]
109579S;18303006[D6 (3)]
109579E;18303006[D6 (3)]
61965S;18301004[D4 (3)]
61965E;18301004[D4 (3)]
31055S;18893008[D200]
310551;18893008[D200]
310552;18893008[D200]
310553;18893008[D200]
31055E;18893008[D200]
67857S;18888006[D6 (KFZ2)]
678571;18888006[D6 (KFZ2)]
678572;18888006[D6 (KFZ2)]
67857E;18888006[D6 (KFZ2)]
67857S;18888003[D3 (KFZ2)]
678571;18888003[D3 (KFZ2)]
678572;18888003[D3 (KFZ2)]
67857E;18888003[D3 (KFZ2)]
107782S;17790016[D16 (KFZ10)]
1077821;17790016[D16 (KFZ10)]
1077822;17790016[D16 (KFZ10)]
107782E;17790016[D16 (KFZ10)]
60643S;18370001[D1a (KFZ1)]
60643E;18370001[D1a (KFZ1)]
41389S;17790003[D3 (KFZ2)]
413891;17790003[D3 (KFZ2)]
413892;17790003[D3 (KFZ2)]
413893;17790003[D3 (KFZ2)]
413894;17790003[D3 (KFZ2)]
413895;17790003[D3 (KFZ2)]
413896;17790003[D3 (KFZ2)]
413897;17790003[D3 (KFZ2)]
413898;17790003[D3 (KFZ2)]
413899;17790003[D3 (KFZ2)]
4138910;17790003[D3 (KFZ2)]
41389E;17790003[D3 (KFZ2)]
105179S;15425028[D4]
1051791;15425028[D4]
1051792;15425028[D4]
1051793;15425028[D4]
1051794;15425028[D4]
105179E;15425028[D4]
62629S;19072002[D1a (1)]
626291;19072002[D1a (1)]
626292;19072002[D1a (1)]
626293;19072002[D1a (1)]
626294;19072002[D1a (1)]
626295;19072002[D1a (1)]
626296;19072002[D1a (1)]
626297;19072002[D1a (1)]
626298;19072002[D1a (1)]
626299;19072002[D1a (1)]
6262910;19072002[D1a (1)]
6262911;19072002[D1a (1)]
6262912;19072002[D1a (1)]
6262913;19072002[D1a (1)]
6262914;19072002[D1a (1)]
6262915;19072002[D1a (1)]
6262916;19072002[D1a (1)]
62629E;19072002[D1a (1)]
60643S;18370002[D1b (KFZ1)]
60643E;18370002[D1b (KFZ1)]
62083S;18370003[D3 (KFZ3)]
62083E;18370003[D3 (KFZ3)]
62628S;19072003[D2 (2)]
626281;19072003[D2 (2)]
626282;19072003[D2 (2)]
626283;19072003[D2 (2)]
626284;19072003[D2 (2)]
626285;19072003[D2 (2)]
626286;19072003[D2 (2)]
626287;19072003[D2 (2)]
626288;19072003[D2 (2)]
626289;19072003[D2 (2)]
6262810;19072003[D2 (2)]
6262811;19072003[D2 (2)]
6262812;19072003[D2 (2)]
6262813;19072003[D2 (2)]
6262814;19072003[D2 (2)]
6262815;19072003[D2 (2)]
6262816;19072003[D2 (2)]
6262817;19072003[D2 (2)]
6262818;19072003[D2 (2)]
6262819;19072003[D2 (2)]
6262820;19072003[D2 (2)]
6262821;19072003[D2 (2)]
6262822;19072003[D2 (2)]
6262823;19072003[D2 (2)]
6262824;19072003[D2 (2)]
6262825;19072003[D2 (2)]
6262826;19072003[D2 (2)]
6262827;19072003[D2 (2)]
6262828;19072003[D2 (2)]
6262829;19072003[D2 (2)]
6262830;19072003[D2 (2)]
6262831;19072003[D2 (2)]
6262832;19072003[D2 (2)]
6262833;19072003[D2 (2)]
6262834;19072003[D2 (2)]
6262835;19072003[D2 (2)]
6262836;19072003[D2 (2)]
6262837;19072003[D2 (2)]
6262838;19072003[D2 (2)]
6262839;19072003[D2 (2)]
6262840;19072003[D2 (2)]
6262841;19072003[D2 (2)]
6262842;19072003[D2 (2)]
6262843;19072003[D2 (2)]
6262844;19072003[D2 (2)]
62628E;19072003[D2 (2)]
106744S;18349010[D10 (6)]
1067441;18349010[D10 (6)]
1067442;18349010[D10 (6)]
106744E;18349010[D10 (6)]
108483S;18368008[D60 (KFZ6)]
1084831;18368008[D60 (KFZ6)]
108483E;18368008[D60 (KFZ6)]
106311S;18890007[D30a (KFZ3)]
106311E;18890007[D30a (KFZ3)]
61303S;17404004[D4 (2)]
613031;17404004[D4 (2)]
613032;17404004[D4 (2)]
613033;17404004[D4 (2)]
613034;17404004[D4 (2)]
61303E;17404004[D4 (2)]
74755S;17378004[D4]
747551;17378004[D4]
747552;17378004[D4]
74755E;17378004[D4]
37805S;17402005[D5 (KFZ3)]
37805E;17402005[D5 (KFZ3)]
61304S;17408003[D3 (KFZ2)]
613041;17408003[D3 (KFZ2)]
613042;17408003[D3 (KFZ2)]
613043;17408003[D3 (KFZ2)]
613044;17408003[D3 (KFZ2)]
61304E;17408003[D3 (KFZ2)]
106746S;18349009[D9 (7)]
1067461;18349009[D9 (7)]
106746E;18349009[D9 (7)]
73016S;18371008[D40b]
730161;18371008[D40b]
730162;18371008[D40b]
730163;18371008[D40b]
730164;18371008[D40b]
730165;18371008[D40b]
730166;18371008[D40b]
730167;18371008[D40b]
730168;18371008[D40b]
73016E;18371008[D40b]
106377S;18893004[D4 (2)]
1063771;18893004[D4 (2)]
106377E;18893004[D4 (2)]
37107S;18457007[D7 (KFZ4)]
371071;18457007[D7 (KFZ4)]
371072;18457007[D7 (KFZ4)]
37107E;18457007[D7 (KFZ4)]
109569S;18350020[D20 (KFZ5)]
109569E;18350020[D20 (KFZ5)]
105191S;15429003[D3]
1051911;15429003[D3]
1051912;15429003[D3]
105191E;15429003[D3]
109575S;19043001[D1 (KFZ1)]
109575E;19043001[D1 (KFZ1)]
105742S;17400004[D4]
105742E;17400004[D4]
61303S;17406003[D3 (2)]
613031;17406003[D3 (2)]
613032;17406003[D3 (2)]
613033;17406003[D3 (2)]
613034;17406003[D3 (2)]
61303E;17406003[D3 (2)]
31054S;18893005[D5 (3)]
310541;18893005[D5 (3)]
310542;18893005[D5 (3)]
310543;18893005[D5 (3)]
31054E;18893005[D5 (3)]
109574S;18391002[D2 (KFZ2)]
109574E;18391002[D2 (KFZ2)]
41442S;18894001[D1 ( 1)]
414421;18894001[D1 ( 1)]
414422;18894001[D1 ( 1)]
41442E;18894001[D1 ( 1)]
61966S;18300001[D1 (KFZ1)]
61966E;18300001[D1 (KFZ1)]
41768S;18367006[D3c (KFZ3)]
417681;18367006[D3c (KFZ3)]
417682;18367006[D3c (KFZ3)]
41768E;18367006[D3c (KFZ3)]
107707S;18303009[D9 (4)]
1077071;18303009[D9 (4)]
1077072;18303009[D9 (4)]
1077073;18303009[D9 (4)]
107707E;18303009[D9 (4)]
41768S;18367004[D3a (KFZ3)]
417681;18367004[D3a (KFZ3)]
417682;18367004[D3a (KFZ3)]
41768E;18367004[D3a (KFZ3)]
105977S;17400001[D1]
105977E;17400001[D1]
65197S;18302006[D6 (KFZ2)]
65197E;18302006[D6 (KFZ2)]
107707S;18303008[D8 (4)]
1077071;18303008[D8 (4)]
1077072;18303008[D8 (4)]
1077073;18303008[D8 (4)]
107707E;18303008[D8 (4)]
31776S;18383007[D5 (KFZ5)]
317761;18383007[D5 (KFZ5)]
317762;18383007[D5 (KFZ5)]
317763;18383007[D5 (KFZ5)]
317764;18383007[D5 (KFZ5)]
317765;18383007[D5 (KFZ5)]
31776E;18383007[D5 (KFZ5)]
34176S;18297007[D7 (2)]
341761;18297007[D7 (2)]
341762;18297007[D7 (2)]
34176E;18297007[D7 (2)]
106423S;18897003[D3 (1)]
1064231;18897003[D3 (1)]
1064232;18897003[D3 (1)]
1064233;18897003[D3 (1)]
1064234;18897003[D3 (1)]
1064235;18897003[D3 (1)]
1064236;18897003[D3 (1)]
1064237;18897003[D3 (1)]
106423E;18897003[D3 (1)]
74281S;17384001[D1]
742811;17384001[D1]
742812;17384001[D1]
742813;17384001[D1]
74281E;17384001[D1]
61287S;17382001[D1 (1)]
612871;17382001[D1 (1)]
61287E;17382001[D1 (1)]
106340S;18368001[D10a (KFZ1)]
106340E;18368001[D10a (KFZ1)]
34434S;18820001[D1 (KFZ)]
34434E;18820001[D1 (KFZ)]
106377S;18893003[D3 (2)]
1063771;18893003[D3 (2)]
106377E;18893003[D3 (2)]
62628S;18368006[D30 (KFZ3,11)]
626281;18368006[D30 (KFZ3,11)]
626282;18368006[D30 (KFZ3,11)]
626283;18368006[D30 (KFZ3,11)]
626284;18368006[D30 (KFZ3,11)]
626285;18368006[D30 (KFZ3,11)]
626286;18368006[D30 (KFZ3,11)]
626287;18368006[D30 (KFZ3,11)]
626288;18368006[D30 (KFZ3,11)]
626289;18368006[D30 (KFZ3,11)]
6262810;18368006[D30 (KFZ3,11)]
6262811;18368006[D30 (KFZ3,11)]
6262812;18368006[D30 (KFZ3,11)]
6262813;18368006[D30 (KFZ3,11)]
6262814;18368006[D30 (KFZ3,11)]
6262815;18368006[D30 (KFZ3,11)]
6262816;18368006[D30 (KFZ3,11)]
6262817;18368006[D30 (KFZ3,11)]
6262818;18368006[D30 (KFZ3,11)]
6262819;18368006[D30 (KFZ3,11)]
6262820;18368006[D30 (KFZ3,11)]
6262821;18368006[D30 (KFZ3,11)]
6262822;18368006[D30 (KFZ3,11)]
6262823;18368006[D30 (KFZ3,11)]
6262824;18368006[D30 (KFZ3,11)]
6262825;18368006[D30 (KFZ3,11)]
6262826;18368006[D30 (KFZ3,11)]
6262827;18368006[D30 (KFZ3,11)]
6262828;18368006[D30 (KFZ3,11)]
6262829;18368006[D30 (KFZ3,11)]
6262830;18368006[D30 (KFZ3,11)]
6262831;18368006[D30 (KFZ3,11)]
6262832;18368006[D30 (KFZ3,11)]
6262833;18368006[D30 (KFZ3,11)]
6262834;18368006[D30 (KFZ3,11)]
6262835;18368006[D30 (KFZ3,11)]
6262836;18368006[D30 (KFZ3,11)]
6262837;18368006[D30 (KFZ3,11)]
6262838;18368006[D30 (KFZ3,11)]
6262839;18368006[D30 (KFZ3,11)]
6262840;18368006[D30 (KFZ3,11)]
6262841;18368006[D30 (KFZ3,11)]
6262842;18368006[D30 (KFZ3,11)]
6262843;18368006[D30 (KFZ3,11)]
6262844;18368006[D30 (KFZ3,11)]
62628E;18368006[D30 (KFZ3,11)]
105246S;15430066[D24]
1052461;15430066[D24]
1052462;15430066[D24]
1052463;15430066[D24]
1052464;15430066[D24]
105246E;15430066[D24]
62079S;18371012[D42]
620791;18371012[D42]
62079E;18371012[D42]
61956S;18301002[D2 (1)]
619561;18301002[D2 (1)]
619562;18301002[D2 (1)]
61956E;18301002[D2 (1)]
109259S;18309006[D6 (KFZ4)]
1092591;18309006[D6 (KFZ4)]
1092592;18309006[D6 (KFZ4)]
1092593;18309006[D6 (KFZ4)]
