point_id;road;suburb;city_district;city;state_district;state;postcode;country
57850S;A 661;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
578501;A 661;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
578502;A 661;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
578503;A 661;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
578504;Marbachweg;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60435;Deutschland
578505;Marbachweg;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60435;Deutschland
578506;Walter-Hesselbach-Straße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
578507;Walter-Hesselbach-Straße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
578508;Walter-Hesselbach-Straße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
578509;Walter-Hesselbach-Straße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
5785010;Friedberger Landstraße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
5785011;Friedberger Landstraße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
5785012;Friedberger Landstraße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
57850E;Friedberger Landstraße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
73016S;A 661;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
730161;A 661;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
730162;A 661;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
730163;A 661;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
730164;Walter-Hesselbach-Straße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
730165;Walter-Hesselbach-Straße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
730166;Walter-Hesselbach-Straße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
730167;Walter-Hesselbach-Straße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
730168;Friedberger Landstraße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
73016E;Friedberger Landstraße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
62079S;Friedberger Landstraße;Bornheim;Bornheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
620791;Friedberger Landstraße;Bornheim;Bornheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
62079E;Friedberger Landstraße;Bornheim;Bornheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
107127S;Friedberger Landstraße;Seckbach;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
107127E;Friedberger Landstraße;Seckbach;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
107345S;Dortelweiler Straße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
1073451;Friedberger Landstraße;Bornheim;Bornheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
1073452;Friedberger Landstraße;Bornheim;Bornheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
1073453;Friedberger Landstraße;Bornheim;Bornheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
1073454;Friedberger Landstraße;Bornheim;Bornheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
107345E;Friedberger Landstraße;Bornheim;Bornheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
108622S;A 661;Kalbach;Kalbach;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60437;Deutschland
1086221;A 661;Kalbach;Kalbach;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60437;Deutschland
1086222;A 661;Kalbach;Kalbach;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60437;Deutschland
1086223;Am Martinszehnten;Kalbach;Kalbach;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60437;Deutschland
108622E;Am Martinszehnten;Kalbach;Kalbach;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60437;Deutschland
105794S;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
1057941;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
1057942;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
1057943;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
105794E;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
61880S;Konrad-Adenauer-Straße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
618801;Konrad-Adenauer-Straße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
618802;Konrad-Adenauer-Straße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
618803;Konrad-Adenauer-Straße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
61880E;Konrad-Adenauer-Straße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
105933S;Adolf-Miersch-Straße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
1059331;Adolf-Miersch-Straße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
1059332;Adolf-Miersch-Straße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
1059333;Adolf-Miersch-Straße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
105933E;Adolf-Miersch-Straße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
106664S;;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
1066641;Friedberger Tor;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
1066642;Friedberger Tor;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
106664E;Friedberger Tor;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
37720S;Mainfeldstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
377201;Mainfeldstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
377202;Mainfeldstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
37720E;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
106915S;;Kaiserlei;;Offenbach am Main;Regierungsbezirk Darmstadt;Hessen;63067;Deutschland
1069151;;Kaiserlei;;Offenbach am Main;Regierungsbezirk Darmstadt;Hessen;63067;Deutschland
1069152;;Kaiserlei;;Offenbach am Main;Regierungsbezirk Darmstadt;Hessen;63067;Deutschland
1069153;;Kaiserlei;;Offenbach am Main;Regierungsbezirk Darmstadt;Hessen;63067;Deutschland
1069154;;Kaiserlei;;Offenbach am Main;Regierungsbezirk Darmstadt;Hessen;63067;Deutschland
1069155;;Kaiserlei;Oberrad;Offenbach am Main;Regierungsbezirk Darmstadt;Hessen;63067;Deutschland
1069156;Gerbermühlstraße;Oberrad;Oberrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
1069157;Gerbermühlstraße;Oberrad;Oberrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
1069158;Gerbermühlstraße;Oberrad;Oberrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
1069159;Gerbermühlstraße;Oberrad;Oberrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
10691510;Gerbermühlstraße;Oberrad;Oberrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
10691511;Gerbermühlstraße;Oberrad;Oberrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
10691512;Gerbermühlstraße;Oberrad;Oberrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
10691513;Gerbermühlstraße;Oberrad;Oberrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
10691514;Gerbermühlstraße;Oberrad;Oberrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
106915E;Gerbermühlstraße;Oberrad;Oberrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
61288S;Baseler Platz;Gutleutviertel;Gutleutviertel;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60329;Deutschland
612881;Baseler Platz;Gutleutviertel;Gutleutviertel;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60329;Deutschland
61288E;Stuttgarter Straße;Gutleutviertel;Gutleutviertel;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60329;Deutschland
74256S;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
742561;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
742562;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
742563;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
742564;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
742565;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
742566;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
74256E;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
30470S;Friedberger Landstraße;Seckbach;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
304701;An der Festeburg;Seckbach;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
30470E;Friedberger Landstraße;Seckbach;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
105196S;Hohenstaufenstraße;;Gallus;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60327;Deutschland
1051961;Hohenstaufenstraße;;Gallus;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
105196E;Friedrich-Ebert-Anlage;;Gallus;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
41768S;Rat-Beil-Straße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60318;Deutschland
417681;Rat-Beil-Straße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60318;Deutschland
417682;Rat-Beil-Straße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60318;Deutschland
41768E;Friedberger Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
109580S;Borsigallee;Bergen-Enkheim;Bergen-Enkheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60388;Deutschland
1095801;Borsigallee;Bergen-Enkheim;Bergen-Enkheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60388;Deutschland
1095802;Borsigallee;Bergen-Enkheim;Bergen-Enkheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60388;Deutschland
109580E;Borsigallee;Bergen-Enkheim;Bergen-Enkheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60388;Deutschland
61876S;Konrad-Adenauer-Straße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
618761;Konrad-Adenauer-Straße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
61876E;Konrad-Adenauer-Straße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
41389S;Theodor-Stern-Kai;;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60596;Deutschland
413891;Theodor-Stern-Kai;;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60596;Deutschland
413892;Theodor-Stern-Kai;;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60596;Deutschland
413893;Theodor-Stern-Kai;;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60596;Deutschland
413894;Theodor-Stern-Kai;;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60596;Deutschland
413895;;Gutleutviertel;Gutleutviertel;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60327;Deutschland
413896;;Gutleutviertel;Gutleutviertel;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60327;Deutschland
413897;;Gutleutviertel;Gutleutviertel;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60327;Deutschland
413898;Theodor-Stern-Kai;;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60596;Deutschland
413899;Theodor-Stern-Kai;;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60596;Deutschland
4138910;Theodor-Stern-Kai;;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60596;Deutschland
41389E;Theodor-Stern-Kai;;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60596;Deutschland
61948S;Hansaallee;Westend Nord;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60322;Deutschland
619481;Bremer Straße;Westend Nord;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60323;Deutschland
619482;Bremer Straße;Westend Nord;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60322;Deutschland
61948E;Eschersheimer Landstraße;Westend Nord;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60322;Deutschland
61362S;Schweizer Straße;Sachsenhausen;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
613621;Schweizer Straße;Sachsenhausen;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
61362E;Schweizer Straße;Sachsenhausen;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
109597S;Friedberger Landstraße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
109597E;Rothschildallee;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
66558S;Bruchfeldstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
66558E;Bruchfeldstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
106622S;Börneplatz;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
1066221;Kurt-Schumacher-Straße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
1066222;Kurt-Schumacher-Straße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
1066223;Kurt-Schumacher-Straße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
106622E;Kurt-Schumacher-Straße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
106648S;Bleichstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
1066481;Bleichstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
106648E;Konrad-Adenauer-Straße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
60747S;Rennbahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
607471;Rennbahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
607472;Rennbahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
607473;Rennbahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
607474;Rennbahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
607475;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
60747E;Rennbahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
107661S;Eckenheimer Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60320;Deutschland
1076611;Eckenheimer Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60320;Deutschland
1076612;Eckenheimer Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60320;Deutschland
1076613;Eckenheimer Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60320;Deutschland
1076614;Eckenheimer Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60320;Deutschland
1076615;Eckenheimer Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60320;Deutschland
1076616;Eckenheimer Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60320;Deutschland
107661E;Adickesallee;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60322;Deutschland
106586S;Walter-Kolb-Straße;Sachsenhausen;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
1065861;Walter-Kolb-Straße;Sachsenhausen;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
1065862;Walter-Kolb-Straße;Sachsenhausen;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
1065863;Brückenstraße;Sachsenhausen;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
106586E;Walter-Kolb-Straße;Sachsenhausen;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
107457S;;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
107457E;Schwanheimer Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
106623S;Kurt-Schumacher-Straße;Innenstadt;Altstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
1066231;Kurt-Schumacher-Straße;Innenstadt;Altstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
1066232;Kurt-Schumacher-Straße;Innenstadt;Altstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
1066233;Kurt-Schumacher-Straße;Innenstadt;Altstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
106623E;Kurt-Schumacher-Straße;Innenstadt;Altstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
105932S;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
105932E;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
64139S;Dortelweiler Straße;Bornheim;Bornheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
641391;Dortelweiler Straße;Bornheim;Bornheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
641392;Dortelweiler Straße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
64139E;Dortelweiler Straße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
61817S;Homburger Landstraße;Eckenheim;Eckenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60435;Deutschland
618171;Gießener Straße;Eckenheim;Eckenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60435;Deutschland
618172;Gießener Straße;Eckenheim;Eckenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60435;Deutschland
61817E;Gießener Straße;Eckenheim;Eckenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60435;Deutschland
60745S;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
607451;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
607452;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
607453;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
607454;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
60745E;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
105670S;Lyoner Straße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
1056701;Lyoner Straße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
105670E;Lyoner Straße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
105762S;Schwanheimer Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
105762E;Schwanheimer Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
60746S;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
607461;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
607462;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
607463;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
607464;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
60746E;Niederräder Ufer;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
106311S;Friedberger Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
106311E;Nibelungenallee;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
106346S;Friedberger Landstraße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
1063461;Friedberger Landstraße;Preungesheim;Preungesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
1063462;Friedberger Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
1063463;Friedberger Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
1063464;Friedberger Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
106346E;Dortelweiler Straße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
60858S;Berliner Straße;Innenstadt;Altstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
608581;Battonnstraße;Innenstadt;Altstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
608582;Battonnstraße;Innenstadt;Altstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
608583;Battonnstraße;Innenstadt;Altstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
60858E;Kurt-Schumacher-Straße;Innenstadt;Altstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60311;Deutschland
74664S;Friedberger Landstraße;Seckbach;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
746641;Friedberger Landstraße;Seckbach;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
74664E;Friedberger Landstraße;Seckbach;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
105795S;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
1057951;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
1057952;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
1057953;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
1057954;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
105795E;;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
