point_id;road;suburb;city_district;city;state_district;state;postcode;country
33584E;Eschersheimer Landstraße;Dornbusch;Dornbusch;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60320;Deutschland
37796S;Niederräder Landstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
37796E;Bruchfeldstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
105190S;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1051901;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1051902;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1051903;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1051904;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1051905;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1051906;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1051907;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1051908;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1051909;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
10519010;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
105190E;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
61865S;Rotteckstraße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
618651;Friedberger Landstraße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
618652;Friedberger Landstraße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
61865E;Merianstraße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
105180S;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
105180E;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
48517S;Friedberger Anlage;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
485171;Fichtestraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
485172;Friedberger Anlage;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
485173;Friedberger Anlage;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
485174;Friedberger Anlage;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
485175;Friedberger Anlage;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
48517E;Friedberger Anlage;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
38015S;Goldsteinstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
380151;Goldsteinstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
380152;Goldsteinstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
380153;Goldsteinstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
380154;Goldsteinstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
380155;Goldsteinstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
38015E;Hahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
61347S;Schwanthalerstraße;Sachsenhausen;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
61347E;Schweizer Platz;Sachsenhausen;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
74279S;Deutschordenstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
74279E;Deutschordenstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
61283S;Rennbahnstraße;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
612831;Rennbahnstraße;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
612832;Rennbahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
612833;Rennbahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
612834;Rennbahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
612835;Rennbahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
612836;Rennbahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
612837;Rennbahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
612838;Rennbahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
61283E;Bruchfeldstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
62627S;Friedberger Landstraße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
626271;Friedberger Landstraße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
626272;Friedberger Landstraße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
626273;Friedberger Landstraße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
62627E;Friedberger Landstraße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
61252S;Mörfelder Landstraße;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60598;Deutschland
612521;Mörfelder Landstraße;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60598;Deutschland
612522;Mörfelder Landstraße;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60598;Deutschland
612523;Mörfelder Landstraße;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60598;Deutschland
612524;Mörfelder Landstraße;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60598;Deutschland
612525;Mörfelder Landstraße;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60598;Deutschland
612526;Mörfelder Landstraße;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60598;Deutschland
612527;Mörfelder Landstraße;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60598;Deutschland
612528;Mörfelder Landstraße;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
612529;Mörfelder Landstraße;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
6125210;Mörfelder Landstraße;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
61252E;Isenburger Schneise;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
37991S;Bruchfeldstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
37991E;Bruchfeldstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
61959S;Hansaallee;Westend Nord;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60322;Deutschland
619591;Eschersheimer Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60322;Deutschland
619592;Eschersheimer Landstraße;Westend Nord;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60322;Deutschland
61959E;Wolfsgangstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60322;Deutschland
57878S;Bleichstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
578781;Bleichstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
578782;Bleichstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
578783;Bleichstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
578784;Bleichstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
578785;Bleichstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
578786;Bleichstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
578787;Bleichstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
57878E;Bleichstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
34487S;Kaiserstraße;Bahnhofsviertel;Bahnhofsviertel;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60329;Deutschland
344871;Moselstraße;Bahnhofsviertel;Bahnhofsviertel;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60329;Deutschland
34487E;Taunusstraße;Bahnhofsviertel;Bahnhofsviertel;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60329;Deutschland
105793S;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
1057931;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
1057932;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
1057933;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
105793E;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
64537S;;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
645371;Alte Gasse;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
64537E;Bleichstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
105186S;Theodor-Heuss-Allee;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
1051861;Theodor-Heuss-Allee;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
1051862;Theodor-Heuss-Allee;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
1051863;Theodor-Heuss-Allee;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
105186E;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
31765S;Eschenheimer Anlage;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60318;Deutschland
317651;Petersstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60318;Deutschland
317652;Petersstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60318;Deutschland
317653;Petersstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
317654;Petersstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
31765E;Bleichstraße;;Innenstadt;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60313;Deutschland
61868S;Friedberger Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
618681;Friedberger Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
618682;Friedberger Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
618683;Friedberger Landstraße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
618684;Friedberger Landstraße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
61868E;Friedberger Landstraße;Nordend Ost;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60316;Deutschland
106433S;Habsburgerallee;Ostend;Ostend;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60385;Deutschland
106433E;Wittelsbacherallee;Ostend;Ostend;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60385;Deutschland
62623S;Friedberger Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
626231;Friedberger Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
626232;;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
62623E;Friedberger Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
107151S;Gerauer Straße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
107151E;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
105262S;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1052621;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1052622;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1052623;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1052624;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1052625;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1052626;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1052627;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1052628;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
1052629;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
10526210;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
10526211;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
10526212;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
10526213;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
105262E;Ludwig-Erhard-Anlage;Westend Süd;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60325;Deutschland
61305S;Triftstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
613051;Adolf-Miersch-Straße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
61305E;Adolf-Miersch-Straße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
60477S;Wiesbadener Straße;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
604771;Wiesbadener Straße;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
604772;Wiesbadener Straße;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
604773;Wiesbadener Straße;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
604774;Wiesbadener Straße;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
60477E;Wiesbadener Straße;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
74702S;Theodor-Heuss-Allee;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
747021;Theodor-Heuss-Allee;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
74702E;Theodor-Heuss-Allee;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
62655S;A 66;Bockenheim;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60487;Deutschland
626551;A 66;Bockenheim;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60323;Deutschland
62655E;Miquelallee;Westend Nord;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60323;Deutschland
74379S;Ludwig-Landmann-Straße;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
743791;Ludwig-Landmann-Straße;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
74379E;Ludwig-Landmann-Straße;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
32538S;Kurhessenstraße;Eschersheim;Eschersheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60431;Deutschland
32538E;Eschersheimer Landstraße;Eschersheim;Eschersheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60431;Deutschland
38001S;Breubergstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
380011;Melibocusstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
38001E;Bruchfeldstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
109572S;Münchener Straße;Bahnhofsviertel;Bahnhofsviertel;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60329;Deutschland
109572E;Windmühlstraße;Bahnhofsviertel;Bahnhofsviertel;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60329;Deutschland
106136S;Theodor-Heuss-Allee;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
1061361;Theodor-Heuss-Allee;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
1061362;Theodor-Heuss-Allee;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
1061363;Theodor-Heuss-Allee;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
1061364;Theodor-Heuss-Allee;;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
106136E;Theodor-Heuss-Allee;Bockenheim;Bockenheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60486;Deutschland
66285S;Walter-Kolb-Straße;Sachsenhausen;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
662851;Dreikönigsstraße;Sachsenhausen;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
662852;Dreikönigsstraße;Sachsenhausen;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
66285E;Dreikönigsstraße;Sachsenhausen;Sachsenhausen Nord;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60594;Deutschland
109581S;Borsigallee;Bergen-Enkheim;Bergen-Enkheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60388;Deutschland
1095811;Borsigallee;Bergen-Enkheim;Bergen-Enkheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60388;Deutschland
1095812;Borsigallee;Bergen-Enkheim;Bergen-Enkheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60388;Deutschland
1095813;Borsigallee;Bergen-Enkheim;Bergen-Enkheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60388;Deutschland
1095814;Am Hessen-Center;Bergen-Enkheim;Bergen-Enkheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60388;Deutschland
109581E;Am Hessen-Center;Bergen-Enkheim;Bergen-Enkheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60388;Deutschland
109585S;Am Hessen-Center;Bergen-Enkheim;Bergen-Enkheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60388;Deutschland
109585E;Borsigallee;Bergen-Enkheim;Bergen-Enkheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60388;Deutschland
59251S;;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
592511;;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
592512;;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
592513;;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
592514;;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
592515;;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
592516;;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
592517;Am Neufeld;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
592518;A 648;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
592519;A 648;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
5925110;A 648;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
5925111;A 648;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
5925112;A 648;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
5925113;A 648;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
5925114;A 5;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
5925115;A 5;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
59251E;A 5;Griesheim;Griesheim;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;65933;Deutschland
60042S;Kennedyallee;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
600421;Kennedyallee;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
600422;Kennedyallee;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
600423;Kennedyallee;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
600424;Kennedyallee;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
600425;Kennedyallee;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
600426;Kennedyallee;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
600427;Kennedyallee;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
600428;Kennedyallee;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
600429;Kennedyallee;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
6004210;Flughafenstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
60042E;Kennedyallee;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
74511S;Kennedyallee;;Sachsenhausen Süd;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
745111;Flughafenstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
74511E;Flughafenstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
106335S;Friedberger Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
1063351;Friedberger Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
106335E;Friedberger Landstraße;Nordend West;;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60389;Deutschland
37954S;Hahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
379541;Hahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
37954E;Hahnstraße;Niederrad;Niederrad;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60528;Deutschland
43127S;A 661;;Ostend;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60314;Deutschland
431271;A 661;;Ostend;Frankfurt am Main;Regierungsbezirk Darmstadt;Hessen;60314;Deutschland
